Model,Displ,Cyl,Trans,Drive,Fuel,Sales Area,Stnd,Underhood ID,Veh Class,Air Pollution Score,FE Calc Appr,City MPG,Hwy MPG,Cmb MPG,Unadj Cmb MPG,Greenhouse Gas Score,SmartWay
HONDA Accord,2.4,(4 cyl),Auto-L5,2WD,Gasoline,FA,B2,7HNXV02.4CMC,midsize car,9,N/A,21,31,25,32.5645,7,yes
HONDA Accord,3,(6 cyl),Auto-L5,2WD,Gasoline,CA,U2,7HNXV03.5NKR,midsize car,7,N/A,18,26,21,27.4204,6,yes
HONDA Accord,3,(6 cyl),Man-6,2WD,Gasoline,CA,U2,7HNXV03.5NKR,midsize car,7,N/A,18,27,21,27.8367,6,yes
HONDA Accord,2.4,(4 cyl),Auto-L5,2WD,Gasoline,FA,B5,7HNXV02.4KKC,midsize car,6,N/A,21,31,25,32.5645,7,yes
HONDA Accord,2.4,(4 cyl),Man-5,2WD,Gasoline,FA,B5,7HNXV02.4KKC,midsize car,6,N/A,23,31,26,33.91,8,yes
HONDA Accord,2.4,(4 cyl),Auto-L5,2WD,Gasoline,CA,L2,7HNXV02.4KKC,midsize car,6,N/A,21,31,25,32.5645,7,yes
HONDA Accord,2.4,(4 cyl),Man-5,2WD,Gasoline,CA,L2,7HNXV02.4KKC,midsize car,6,N/A,23,31,26,33.91,8,yes
HONDA Accord,3,(6 cyl),Auto-L5,2WD,Gasoline,FA,B5,7HNXV03.0RKC,midsize car,6,N/A,18,26,21,27.4204,6,no
HONDA Accord,3,(6 cyl),Auto-L5,2WD,Gasoline,FA,B5,7HNXV03.5NKR,midsize car,6,N/A,18,26,21,27.4204,6,no
HONDA Accord,3,(6 cyl),Man-6,2WD,Gasoline,FA,B5,7HNXV03.0RKC,midsize car,6,N/A,18,27,21,27.8367,6,no
HONDA Accord,3,(6 cyl),Man-6,2WD,Gasoline,FA,B5,7HNXV03.5NKR,midsize car,6,N/A,18,27,21,27.8367,6,no
HONDA Accord,3,(6 cyl),Auto-L5,2WD,Gasoline,CA,L2,7HNXV03.0RKC,midsize car,6,N/A,18,26,21,27.4204,6,no
HONDA Accord,3,(6 cyl),Man-6,2WD,Gasoline,CA,L2,7HNXV03.0RKC,midsize car,6,N/A,18,27,21,27.8367,6,no
HONDA Accord Hybrid,3,(6 cyl),Auto-L5,2WD,Gasoline,CA,S2,7HNXV03.0ZMC,midsize car,9.5,N/A,24,32,27,36.3271,8,yes
HONDA Accord Hybrid,3,(6 cyl),Auto-L5,2WD,Gasoline,FA,B2,7HNXV03.0ZMC,midsize car,9,N/A,24,32,27,36.3271,8,yes
HONDA CR-V,2.4,(4 cyl),Auto-L5,2WD,Gasoline,CA,U2,7HNXT02.4FKR,SUV,7,N/A,20,27,23,29.8553,7,yes
HONDA CR-V,2.4,(4 cyl),Auto-L5,4WD,Gasoline,CA,U2,7HNXT02.4FKR,SUV,7,N/A,19,26,22,28.5202,6,yes
HONDA CR-V,2.4,(4 cyl),Auto-L5,2WD,Gasoline,FA,B5,7HNXT02.4FKR,SUV,6,N/A,20,27,23,29.8553,7,yes
HONDA CR-V,2.4,(4 cyl),Auto-L5,4WD,Gasoline,FA,B5,7HNXT02.4FKR,SUV,6,N/A,19,26,22,28.5202,6,no
HONDA Civic,1.8,(4 cyl),Auto-L5,2WD,CNG,CA,S2,7HNXV01.8BW3,small car,9.5,N/A,24,36,28,37.5195,9,yes
HONDA Civic,1.8,(4 cyl),Auto-L5,2WD,CNG,FA,B2,7HNXV01.8BW3,small car,9,N/A,24,36,28,37.5195,9,yes
HONDA Civic,1.8,(4 cyl),Auto-L5,2WD,Gasoline,CA,U2,7HNXV01.8MKR,small car,7,N/A,25,36,29,39.0497,8,yes
HONDA Civic,1.8,(4 cyl),Man-5,2WD,Gasoline,CA,U2,7HNXV01.8MKR,small car,7,N/A,26,34,29,39.0536,8,yes
HONDA Civic,1.8,(4 cyl),Auto-L5,2WD,Gasoline,FA,B5,7HNXV01.8MKR,small car,6,N/A,25,36,29,39.0497,8,yes
HONDA Civic,1.8,(4 cyl),Man-5,2WD,Gasoline,FA,B5,7HNXV01.8MKR,small car,6,N/A,26,34,29,39.0536,8,yes
HONDA Civic,2,(4 cyl),Man-6,2WD,Gasoline,FA,B5,7HNXV02.4HKC,small car,6,N/A,20,29,23,30.6791,7,yes
HONDA Civic,2,(4 cyl),Man-6,2WD,Gasoline,CA,L2,7HNXV02.4HKC,small car,6,N/A,20,29,23,30.6791,7,yes
HONDA Civic Hybrid,1.3,(4 cyl),Auto-AV,2WD,Gasoline,CA,S2,7HNXV01.3JCP,small car,9.5,N/A,40,45,42,58.8362,10,yes
HONDA Civic Hybrid,1.3,(4 cyl),Auto-AV,2WD,Gasoline,FA,B2,7HNXV01.3JCP,small car,9,N/A,40,45,42,58.8362,10,yes
HONDA Element,2.4,(4 cyl),Man-5,2WD,Gasoline,FA,B5,7HNXV02.4EKC,SUV,6,N/A,18,23,20,26.4456,6,no
HONDA Element,2.4,(4 cyl),Auto-L5,2WD,Gasoline,FA,B5,7HNXV02.4EKC,SUV,6,N/A,20,25,22,28.3311,6,no
HONDA Element,2.4,(4 cyl),Man-5,4WD,Gasoline,FA,B5,7HNXV02.4EKC,SUV,6,N/A,18,23,20,26.2578,6,no
HONDA Element,2.4,(4 cyl),Auto-L5,4WD,Gasoline,FA,B5,7HNXV02.4EKC,SUV,6,N/A,19,24,21,27.3657,6,no
HONDA Element,2.4,(4 cyl),Man-5,2WD,Gasoline,CA,L2,7HNXV02.4EKC,SUV,6,N/A,18,23,20,26.4456,6,no
HONDA Element,2.4,(4 cyl),Auto-L5,2WD,Gasoline,CA,L2,7HNXV02.4EKC,SUV,6,N/A,20,25,22,28.3311,6,no
HONDA Element,2.4,(4 cyl),Man-5,4WD,Gasoline,CA,L2,7HNXV02.4EKC,SUV,6,N/A,18,23,20,26.2578,6,no
HONDA Element,2.4,(4 cyl),Auto-L5,4WD,Gasoline,CA,L2,7HNXV02.4EKC,SUV,6,N/A,19,24,21,27.3657,6,no
HONDA Fit,1.5,(4 cyl),Auto-S5,2WD,Gasoline,FA,B5,7HNXV01.5YKC,station wagon,6,N/A,27,34,29,39.2635,8,yes
HONDA Fit,1.5,(4 cyl),Auto-L5,2WD,Gasoline,FA,B5,7HNXV01.5YKC,station wagon,6,N/A,27,35,30,40.0353,8,yes
HONDA Fit,1.5,(4 cyl),Man-5,2WD,Gasoline,FA,B5,7HNXV01.5YKC,station wagon,6,N/A,28,34,31,41.1418,9,yes
HONDA Fit,1.5,(4 cyl),Auto-S5,2WD,Gasoline,CA,L2,7HNXV01.5YKC,station wagon,6,N/A,27,34,29,39.2635,8,yes
HONDA Fit,1.5,(4 cyl),Auto-L5,2WD,Gasoline,CA,L2,7HNXV01.5YKC,station wagon,6,N/A,27,35,30,40.0353,8,yes
HONDA Fit,1.5,(4 cyl),Man-5,2WD,Gasoline,CA,L2,7HNXV01.5YKC,station wagon,6,N/A,28,34,31,41.1418,9,yes
HONDA Odyssey,3.5,(6 cyl),Auto-L5,2WD,Gasoline,CA,U2,7HNXT03.5VKR,minivan,7,N/A,16,23,18,23.9191,5,no
HONDA Odyssey,3.5,(6 cyl),Auto-L5,2WD,Gasoline,CA,U2,7HNXT03.5VKR,minivan,7,N/A,17,24,19,24.9793,5,no
HONDA Odyssey,3.5,(6 cyl),Auto-L5,2WD,Gasoline,FA,B5,7HNXT03.5VKR,minivan,6,N/A,16,23,18,23.9191,5,no
HONDA Odyssey,3.5,(6 cyl),Auto-L5,2WD,Gasoline,FA,B5,7HNXT03.5VKR,minivan,6,N/A,17,24,19,24.9793,5,no
HONDA Pilot,3.5,(6 cyl),Auto-L5,2WD,Gasoline,CA,U2,7HNXT03.5WKR,SUV,7,N/A,16,22,18,23.5655,5,no
HONDA Pilot,3.5,(6 cyl),Auto-L5,4WD,Gasoline,CA,U2,7HNXT03.5VKR,SUV,7,N/A,15,20,17,21.942,4,no
HONDA Pilot,3.5,(6 cyl),Auto-L5,2WD,Gasoline,FA,B5,7HNXT03.5WKR,SUV,6,N/A,16,22,18,23.5655,5,no
HONDA Pilot,3.5,(6 cyl),Auto-L5,4WD,Gasoline,FA,B5,7HNXT03.5VKR,SUV,6,N/A,15,20,17,21.942,4,no
HONDA Ridgeline,3.5,(6 cyl),Auto-L5,4WD,Gasoline,CA,U2,7HNXT03.5TKR,pickup,7,N/A,15,20,17,21.3902,4,no
HONDA Ridgeline,3.5,(6 cyl),Auto-L5,4WD,Gasoline,FA,B5,7HNXT03.5TKR,pickup,6,N/A,15,20,17,21.3902,4,no
HONDA S2000,2.2,(4 cyl),Man-6,2WD,Gasoline,FA,B5,7HNXV02.2CKC,small car,6,N/A,18,24,20,26.0621,6,no
HONDA S2000,2.2,(4 cyl),Man-6,2WD,Gasoline,CA,L2,7HNXV02.2CKC,small car,6,N/A,18,24,20,26.0621,6,no
HUMMER H2,4.8,,,4WD,Gasoline,FC,B8,7GMXT06.0394,SUV,3,N/A,N/A,N/A,N/A,N/A,N/A,no
HUMMER H2,6,,,4WD,Gasoline,FC,B8,7GMXT06.0394,SUV,3,N/A,N/A,N/A,N/A,N/A,N/A,no
HUMMER H3,3.7,(5 cyl),Auto-L4,4WD,Gasoline,FA,B5,7GMXT03.7187,SUV,6,N/A,14,18,15,19.4065,3,no
HUMMER H3,3.7,(5 cyl),Man-5,4WD,Gasoline,FA,B5,7GMXT03.7187,SUV,6,N/A,14,18,15,19.8598,3,no
HUMMER H3,3.7,(5 cyl),Auto-L4,4WD,Gasoline,CA,L2,7GMXT03.7187,SUV,6,N/A,14,18,15,19.4065,3,no
HUMMER H3,3.7,(5 cyl),Man-5,4WD,Gasoline,CA,L2,7GMXT03.7187,SUV,6,N/A,14,18,15,19.8598,3,no
HYUNDAI Accent,1.6,(4 cyl),Auto-L4,2WD,Gasoline,CA,U2,7HYXV01.6MW5,small car,7,N/A,24,33,28,36.7161,8,yes
HYUNDAI Accent,1.6,(4 cyl),Man-5,2WD,Gasoline,CA,U2,7HYXV01.6MW5,small car,7,N/A,27,32,29,38.9347,8,yes
HYUNDAI Accent,1.6,(4 cyl),Auto-L4,2WD,Gasoline,FA,B5,7HYXV01.6MW5,small car,6,N/A,24,33,28,36.7161,8,yes
HYUNDAI Accent,1.6,(4 cyl),Man-5,2WD,Gasoline,FA,B5,7HYXV01.6MW5,small car,6,N/A,27,32,29,38.9347,8,yes
HYUNDAI Azera,3.3,(6 cyl),Auto-L5,2WD,Gasoline,CA,U2,7HYXV03.3TW5,large car,7,N/A,18,26,21,27.436,6,yes
HYUNDAI Azera,3.8,(6 cyl),Auto-L5,2WD,Gasoline,CA,U2,7HYXV03.8AW5,large car,7,N/A,17,26,20,26.0815,6,yes
HYUNDAI Azera,3.3,(6 cyl),Auto-L5,2WD,Gasoline,FA,B5,7HYXV03.3TW5,large car,6,N/A,18,26,21,27.436,6,no
HYUNDAI Azera,3.8,(6 cyl),Auto-L5,2WD,Gasoline,FA,B5,7HYXV03.8AW5,large car,6,N/A,17,26,20,26.0815,6,no
HYUNDAI Elantra,2,(4 cyl),Auto-L4,2WD,Gasoline,CA,S2,7HYXV02.0HPC,midsize car,9.5,N/A,25,33,28,36.8773,8,yes
HYUNDAI Elantra,2,(4 cyl),Man-5,2WD,Gasoline,FA,B4,7HYXV02.0HW4,midsize car,7,N/A,24,33,27,36.3312,8,yes
HYUNDAI Elantra,2,(4 cyl),Auto-L4,2WD,Gasoline,FA,B4,7HYXV02.0HW4,midsize car,7,N/A,25,33,28,36.8773,8,yes
HYUNDAI Elantra,2,(4 cyl),Man-5,2WD,Gasoline,CA,U2,7HYXV02.0HW4,midsize car,7,N/A,24,33,27,36.3312,8,yes
HYUNDAI Elantra,2,(4 cyl),Auto-L4,2WD,Gasoline,CA,U2,7HYXV02.0HW4,midsize car,7,N/A,25,33,28,36.8773,8,yes
HYUNDAI Entourage,3.8,(6 cyl),Auto-L5,2WD,Gasoline,CA,U2,7KMXT03.8VW5,minivan,7,N/A,16,23,18,23.7736,5,no
HYUNDAI Entourage,3.8,(6 cyl),Auto-L5,2WD,Gasoline,FA,B5,7KMXT03.8VW5,minivan,6,N/A,16,23,18,23.7736,5,no
HYUNDAI Santa Fe,2.7,(6 cyl),Man-5,2WD,Gasoline,CA,U2,7HYXT02.7CW5,SUV,7,N/A,18,23,20,25.6859,6,yes
HYUNDAI Santa Fe,2.7,(6 cyl),Auto-L4,2WD,Gasoline,CA,U2,7HYXT02.7CW5,SUV,7,N/A,18,24,21,26.7786,6,yes
HYUNDAI Santa Fe,2.7,(6 cyl),Auto-L4,4WD,Gasoline,CA,U2,7HYXT02.7CW5,SUV,7,N/A,17,23,19,24.8157,5,no
HYUNDAI Santa Fe,2.7,(6 cyl),Man-5,4WD,Gasoline,CA,U2,7HYXT02.7CW5,SUV,7,N/A,17,23,19,25.3187,5,no
HYUNDAI Santa Fe,3.3,(6 cyl),Auto-L5,2WD,Gasoline,CA,U2,7HYXT03.3PW5,SUV,7,N/A,17,24,20,25.5255,6,yes
HYUNDAI Santa Fe,3.3,(6 cyl),Auto-L5,4WD,Gasoline,CA,U2,7HYXT03.3PW5,SUV,7,N/A,17,24,19,24.846,5,no
HYUNDAI Santa Fe,2.7,(6 cyl),Man-5,2WD,Gasoline,FA,B5,7HYXT02.7CW5,SUV,6,N/A,18,23,20,25.6859,6,no
HYUNDAI Santa Fe,2.7,(6 cyl),Auto-L4,2WD,Gasoline,FA,B5,7HYXT02.7CW5,SUV,6,N/A,18,24,21,26.7786,6,no
HYUNDAI Santa Fe,2.7,(6 cyl),Auto-L4,4WD,Gasoline,FA,B5,7HYXT02.7CW5,SUV,6,N/A,17,23,19,24.8157,5,no
HYUNDAI Santa Fe,2.7,(6 cyl),Man-5,4WD,Gasoline,FA,B5,7HYXT02.7CW5,SUV,6,N/A,17,23,19,25.3187,5,no
HYUNDAI Santa Fe,3.3,(6 cyl),Auto-L5,2WD,Gasoline,FA,B5,7HYXT03.3PW5,SUV,6,N/A,17,24,20,25.5255,6,no
HYUNDAI Santa Fe,3.3,(6 cyl),Auto-L5,4WD,Gasoline,FA,B5,7HYXT03.3PW5,SUV,6,N/A,17,24,19,24.846,5,no
HYUNDAI Sonata,2.4,(4 cyl),Auto-L4,2WD,Gasoline,CA,U2,7HYXV02.4SW5,large car,7,N/A,21,30,24,31.9808,7,yes
HYUNDAI Sonata,2.4,(4 cyl),Man-5,2WD,Gasoline,CA,U2,7HYXV02.4SW5,large car,7,N/A,21,31,25,32.6876,7,yes
HYUNDAI Sonata,3.3,(6 cyl),Auto-L5,2WD,Gasoline,CA,U2,7HYXV03.3FW5,large car,7,N/A,18,27,21,27.7707,6,yes
HYUNDAI Sonata,2.4,(4 cyl),Auto-L4,2WD,Gasoline,FA,B5,7HYXV02.4SW5,large car,6,N/A,21,30,24,31.9808,7,yes
HYUNDAI Sonata,2.4,(4 cyl),Man-5,2WD,Gasoline,FA,B5,7HYXV02.4SW5,large car,6,N/A,21,31,25,32.6876,7,yes
HYUNDAI Sonata,3.3,(6 cyl),Auto-L5,2WD,Gasoline,FA,B5,7HYXV03.3FW5,large car,6,N/A,18,27,21,27.7707,6,no
HYUNDAI Tiburon,2,(4 cyl),Auto-L4,2WD,Gasoline,CA,U2,7HYXV02.0GW5,small car,7,N/A,20,27,22,29.3958,6,yes
HYUNDAI Tiburon,2,(4 cyl),Man-5,2WD,Gasoline,CA,U2,7HYXV02.0GW5,small car,7,N/A,20,28,23,30.4133,7,yes
HYUNDAI Tiburon,2,(4 cyl),Auto-L4,2WD,Gasoline,FA,B5,7HYXV02.0GW5,small car,6,N/A,20,27,22,29.3958,6,no
HYUNDAI Tiburon,2,(4 cyl),Man-5,2WD,Gasoline,FA,B5,7HYXV02.0GW5,small car,6,N/A,20,28,23,30.4133,7,yes
HYUNDAI Tiburon,2.7,(6 cyl),Man-6,2WD,Gasoline,FA,B5,7HYXV02.7KM5,small car,6,N/A,16,24,19,24.8865,5,no
HYUNDAI Tiburon,2.7,(6 cyl),Auto-L4,2WD,Gasoline,FA,B5,7HYXV02.7KM5,small car,6,N/A,17,24,19,25.3591,5,no
HYUNDAI Tiburon,2.7,(6 cyl),Man-5,2WD,Gasoline,FA,B5,7HYXV02.7KM5,small car,6,N/A,17,24,20,25.7879,6,no
HYUNDAI Tiburon,2.7,(6 cyl),Man-6,2WD,Gasoline,CA,L2,7HYXV02.7KM5,small car,6,N/A,16,24,19,24.8865,5,no
HYUNDAI Tiburon,2.7,(6 cyl),Auto-L4,2WD,Gasoline,CA,L2,7HYXV02.7KM5,small car,6,N/A,17,24,19,25.3591,5,no
HYUNDAI Tiburon,2.7,(6 cyl),Man-5,2WD,Gasoline,CA,L2,7HYXV02.7KM5,small car,6,N/A,17,24,20,25.7879,6,no
HYUNDAI Tucson,2,(4 cyl),Auto-L4,2WD,Gasoline,CA,U2,7HYXT02.0JW5,SUV,7,N/A,19,25,22,28.175,6,yes
HYUNDAI Tucson,2,(4 cyl),Man-5,2WD,Gasoline,CA,U2,7HYXT02.0JW5,SUV,7,N/A,20,25,22,28.8515,6,yes
HYUNDAI Tucson,2,(4 cyl),Man-5,4WD,Gasoline,CA,U2,7HYXT02.0JW5,SUV,7,N/A,19,24,21,27.5216,6,yes
HYUNDAI Tucson,2,(4 cyl),Auto-L4,2WD,Gasoline,FA,B5,7HYXT02.0JW5,SUV,6,N/A,19,25,22,28.175,6,no
HYUNDAI Tucson,2,(4 cyl),Man-5,2WD,Gasoline,FA,B5,7HYXT02.0JW5,SUV,6,N/A,20,25,22,28.8515,6,no
HYUNDAI Tucson,2,(4 cyl),Man-5,4WD,Gasoline,FA,B5,7HYXT02.0JW5,SUV,6,N/A,19,24,21,27.5216,6,no
HYUNDAI Tucson,2.7,(6 cyl),Auto-L4,2WD,Gasoline,FA,B5,7HYXT02.7MM5,SUV,6,N/A,18,24,20,25.8546,6,no
HYUNDAI Tucson,2.7,(6 cyl),Auto-L4,4WD,Gasoline,FA,B5,7HYXT02.7MM5,SUV,6,N/A,17,23,19,24.8765,5,no
HYUNDAI Tucson,2.7,(6 cyl),Auto-L4,2WD,Gasoline,CA,L2,7HYXT02.7MM5,SUV,6,N/A,18,24,20,25.8546,6,no
HYUNDAI Tucson,2.7,(6 cyl),Auto-L4,4WD,Gasoline,CA,L2,7HYXT02.7MM5,SUV,6,N/A,17,23,19,24.8765,5,no
HYUNDAI Veracruz,3.8,(6 cyl),Auto-L6,2WD,Gasoline,FA,B5,7HYXT03.8EM5,SUV,6,N/A,16,23,18,23.5845,5,no
HYUNDAI Veracruz,3.8,(6 cyl),Auto-L6,4WD,Gasoline,FA,B5,7HYXT03.8EM5,SUV,6,N/A,15,22,18,22.7473,5,no
HYUNDAI Veracruz,3.8,(6 cyl),Auto-L6,2WD,Gasoline,CA,L2,7HYXT03.8EM5,SUV,6,N/A,16,23,18,23.5845,5,no
HYUNDAI Veracruz,3.8,(6 cyl),Auto-L6,4WD,Gasoline,CA,L2,7HYXT03.8EM5,SUV,6,N/A,15,22,18,22.7473,5,no
INFINITI FX35,3.5,(6 cyl),Auto-S5,2WD,Gasoline,FA,B5,7NSXT03.5G7A,SUV,6,N/A,15,22,18,22.9119,5,no
INFINITI FX35,3.5,(6 cyl),Auto-S5,4WD,Gasoline,FA,B5,7NSXT03.5G7A,SUV,6,N/A,15,20,17,21.3806,4,no
INFINITI FX35,3.5,(6 cyl),Auto-S5,2WD,Gasoline,CA,L2,7NSXT03.5G7A,SUV,6,N/A,15,22,18,22.9119,5,no
INFINITI FX35,3.5,(6 cyl),Auto-S5,4WD,Gasoline,CA,L2,7NSXT03.5G7A,SUV,6,N/A,15,20,17,21.3806,4,no
INFINITI FX45,4.5,(8 cyl),Auto-S5,4WD,Gasoline,FA,B5,7NSXT04.5G8A,SUV,6,N/A,13,17,15,18.616,3,no
INFINITI FX45,4.5,(8 cyl),Auto-S5,4WD,Gasoline,CA,L2,7NSXT04.5G8A,SUV,6,N/A,13,17,15,18.616,3,no
INFINITI G35,3.5,(6 cyl),Auto-S5,2WD,Gasoline,CA,U2,7NSXV03.5GAE,midsize car,7,N/A,17,24,20,25.4228,6,yes
INFINITI G35,3.5,(6 cyl),Man-6,2WD,Gasoline,CA,U2,7NSXV03.5GAE,midsize car,7,N/A,17,25,20,25.9153,6,yes
INFINITI G35,3.5,(6 cyl),Auto-S5,2WD,Gasoline,FA,B5,7NSXV03.5GAE,midsize car,6,N/A,17,24,20,25.4228,6,no
INFINITI G35,3.5,(6 cyl),Man-6,2WD,Gasoline,FA,B5,7NSXV03.5GAE,midsize car,6,N/A,17,25,20,25.9153,6,no
INFINITI G35,3.5,(6 cyl),Auto-S5,2WD,Gasoline,FA,B5,7NSXV03.5G7A,small car,6,N/A,16,23,19,24.4864,5,no
INFINITI G35,3.5,(6 cyl),Man-6,2WD,Gasoline,FA,B5,7NSXV03.5G7A,small car,6,N/A,17,23,20,25.4943,6,no
INFINITI G35,3.5,(6 cyl),Auto-S5,2WD,Gasoline,CA,L2,7NSXV03.5G7A,small car,6,N/A,16,23,19,24.4864,5,no
INFINITI G35,3.5,(6 cyl),Man-6,2WD,Gasoline,CA,L2,7NSXV03.5G7A,small car,6,N/A,17,23,20,25.4943,6,no
INFINITI G35X,3.5,(6 cyl),Auto-S5,4WD,Gasoline,CA,U2,7NSXV03.5GAE,midsize car,7,N/A,17,23,19,24.7418,5,no
INFINITI G35X,3.5,(6 cyl),Auto-S5,4WD,Gasoline,FA,B5,7NSXV03.5GAE,midsize car,6,N/A,17,23,19,24.7418,5,no
INFINITI M35,3.5,(6 cyl),Auto-S5,2WD,Gasoline,FA,B5,7NSXV03.5G7C,large car,6,N/A,16,23,19,23.9942,5,no
INFINITI M35,3.5,(6 cyl),Auto-S5,2WD,Gasoline,CA,L2,7NSXV03.5G7C,large car,6,N/A,16,23,19,23.9942,5,no
INFINITI M35X,3.5,(6 cyl),Auto-S5,4WD,Gasoline,FA,B5,7NSXV03.5G7C,large car,6,N/A,16,22,18,23.1994,5,no
INFINITI M35X,3.5,(6 cyl),Auto-S5,4WD,Gasoline,CA,L2,7NSXV03.5G7C,large car,6,N/A,16,22,18,23.1994,5,no
INFINITI M45,4.5,(8 cyl),Auto-S5,2WD,Gasoline,FA,B5,7NSXV04.5G8A,large car,6,N/A,16,21,18,22.9589,5,no
INFINITI M45,4.5,(8 cyl),Auto-S5,2WD,Gasoline,CA,L2,7NSXV04.5G8A,large car,6,N/A,16,21,18,22.9589,5,no
INFINITI QX56,5.6,(8 cyl),Auto-L5,2WD,Gasoline,FA,B5,7NSXT05.6G9A,SUV,6,N/A,12,17,14,17.569,2,no
INFINITI QX56,5.6,(8 cyl),Auto-L5,4WD,Gasoline,FA,B5,7NSXT05.6G9A,SUV,6,N/A,12,17,14,17.3407,2,no
INFINITI QX56,5.6,(8 cyl),Auto-L5,2WD,Gasoline,CA,L2,7NSXT05.6G9A,SUV,6,N/A,12,17,14,17.569,2,no
INFINITI QX56,5.6,(8 cyl),Auto-L5,4WD,Gasoline,CA,L2,7NSXT05.6G9A,SUV,6,N/A,12,17,14,17.3407,2,no
ISUZU Ascender,4.2,(6 cyl),Auto-L4,2WD,Gasoline,FC,B4,7GMXT04.2186,SUV,7,N/A,14,20,16,21.1576,4,no
ISUZU Ascender,4.2,(6 cyl),Auto-L4,4WD,Gasoline,FC,B4,7GMXT04.2186,SUV,7,N/A,14,20,16,20.6069,4,no
ISUZU Ascender,4.2,(6 cyl),Auto-L4,2WD,Gasoline,FA,B5,7GMXT04.2185,SUV,6,N/A,14,20,16,21.1576,4,no
ISUZU Ascender,4.2,(6 cyl),Auto-L4,4WD,Gasoline,FA,B5,7GMXT04.2185,SUV,6,N/A,14,20,16,20.6069,4,no
ISUZU Ascender,5.3,(8 cyl),Auto-L4,4WD,Gasoline,CA,L2,7GMXT06.0387,SUV,6,N/A,14,19,16,20.4217,4,no
ISUZU Ascender,5.3,(8 cyl),Auto-L4,4WD,Gasoline,FA,B8,7GMXT06.0387,SUV,3,N/A,14,19,16,20.4217,4,no
ISUZU I-290,2.9,(4 cyl),Auto-L4,2WD,Gasoline,FA,B5,7GMXT02.9189,pickup,6,N/A,15,22,18,23.1434,5,no
ISUZU I-290,2.9,(4 cyl),Man-5,2WD,Gasoline,FA,B5,7GMXT02.9189,pickup,6,N/A,18,24,20,26.1235,6,no
ISUZU I-290,2.9,(4 cyl),Auto-L4,2WD,Gasoline,CA,L2,7GMXT02.9189,pickup,6,N/A,15,22,18,23.1434,5,no
ISUZU I-290,2.9,(4 cyl),Man-5,2WD,Gasoline,CA,L2,7GMXT02.9189,pickup,6,N/A,18,24,20,26.1235,6,no
ISUZU I-370,3.7,(5 cyl),Auto-L4,2WD,Gasoline,FA,B5,7GMXT03.7187,pickup,6,N/A,15,22,18,22.8854,5,no
ISUZU I-370,3.7,(5 cyl),Auto-L4,4WD,Gasoline,FA,B5,7GMXT03.7187,pickup,6,N/A,15,20,17,21.5777,4,no
ISUZU I-370,3.7,(5 cyl),Auto-L4,2WD,Gasoline,CA,L2,7GMXT03.7187,pickup,6,N/A,15,22,18,22.8854,5,no
ISUZU I-370,3.7,(5 cyl),Auto-L4,4WD,Gasoline,CA,L2,7GMXT03.7187,pickup,6,N/A,15,20,17,21.5777,4,no
JAGUAR S-Type,3,(6 cyl),Auto-L6,2WD,Gasoline,CA,U2,7JCXV03.0DNK,midsize car,7,N/A,17,26,20,25.8873,6,yes
JAGUAR S-Type,4.2,(8 cyl),Auto-L6,2WD,Gasoline,CA,U2,7JCXV04.2DNK,midsize car,7,N/A,16,24,19,24.3839,5,no
JAGUAR S-Type,3,(6 cyl),Auto-L6,2WD,Gasoline,FA,B5,7JCXV03.0DNK,midsize car,6,N/A,17,26,20,25.8873,6,no
JAGUAR S-Type,4.2,(8 cyl),Auto-L6,2WD,Gasoline,FA,B5,7JCXV04.2DSK,midsize car,6,N/A,15,22,17,22.5563,4,no
JAGUAR S-Type,4.2,(8 cyl),Auto-L6,2WD,Gasoline,FA,B5,7JCXV04.2DNK,midsize car,6,N/A,16,24,19,24.3839,5,no
JAGUAR S-Type,4.2,(8 cyl),Auto-L6,2WD,Gasoline,CA,L2,7JCXV04.2DSK,midsize car,6,N/A,15,22,17,22.5563,4,no
JAGUAR Super V8,4.2,(8 cyl),Auto-L6,2WD,Gasoline,FA,B5,7JCXV04.2DSK,large car,6,N/A,15,22,18,22.6572,5,no
JAGUAR Super V8,4.2,(8 cyl),Auto-L6,2WD,Gasoline,CA,L2,7JCXV04.2DSK,large car,6,N/A,15,22,18,22.6572,5,no
JAGUAR VDP,4.2,(8 cyl),Auto-L6,2WD,Gasoline,CA,U2,7JCXV04.2DNK,large car,7,N/A,16,25,19,24.6707,5,no
JAGUAR VDP,4.2,(8 cyl),Auto-L6,2WD,Gasoline,FA,B5,7JCXV04.2DNK,large car,6,N/A,16,25,19,24.6707,5,no
JAGUAR X-Type,3,(6 cyl),Auto-L5,4WD,Gasoline,CA,U2,7JCXV03.0DNH,midsize car,7,N/A,16,22,18,23.4732,5,no
JAGUAR X-Type,3,(6 cyl),Auto-L5,4WD,Gasoline,CA,U2,7JCXV03.0DNH,small car,7,N/A,16,22,18,23.6017,5,no
JAGUAR X-Type,3,(6 cyl),Auto-L5,4WD,Gasoline,FA,B5,7JCXV03.0DNH,midsize car,6,N/A,16,22,18,23.4732,5,no
JAGUAR X-Type,3,(6 cyl),Auto-L5,4WD,Gasoline,FA,B5,7JCXV03.0DNH,small car,6,N/A,16,22,18,23.6017,5,no
JAGUAR XJ8,4.2,(8 cyl),Auto-L6,2WD,Gasoline,CA,U2,7JCXV04.2DNK,large car,7,N/A,16,25,19,24.9437,5,no
