Model,Displ,Cyl,Trans,Drive,Fuel,Sales Area,Stnd,Underhood ID,Veh Class,Air Pollution Score,FE Calc Appr,City MPG,Hwy MPG,Cmb MPG,Unadj Cmb MPG,Greenhouse Gas Score,SmartWay
CHEVROLET Express 3500,8.1,,,,Gasoline,CA,T1,1GMXA08.1202,van,0,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Express 3500 Dual-Fuel,5.7,,,,CNG/gas,CA,LEV,1TJXT05.7188,van,0/0,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Impala,3.8,(6 cyl),Auto-L4,2WD,Gasoline,CA,ULEV,1GMXV03.8044,large car,3,N/A,17,28,21,27,6,no
CHEVROLET Impala,3.4,(6 cyl),Auto-L4,2WD,Gasoline,CL,LEV,1GMXV03.8043,large car,2,N/A,19,29,22,29.2549,6,no
CHEVROLET Impala,3.8,(6 cyl),Auto-L4,2WD,Gasoline,CL,LEV,1GMXV03.8043,large car,2,N/A,17,28,21,27,6,no
CHEVROLET Lumina,3.1,(6 cyl),Auto-L4,2WD,Gasoline,CL,LEV,1GMXV03.8043,midsize car,2,N/A,18,26,21,27.4168,6,no
CHEVROLET Malibu,3.1,(6 cyl),Auto-L4,2WD,Gasoline,CL,LEV,1GMXV03.8043,midsize car,2,N/A,18,26,21,27.4168,6,no
CHEVROLET Metro,1.3,(4 cyl),Auto-3,2WD,Gasoline,CL,LEV,1SKXV1.30LB1,small car,2,N/A,26,31,28,37.4567,8,no
CHEVROLET Monte Carlo,3.8,(6 cyl),Auto-L4,2WD,Gasoline,CA,ULEV,1GMXV03.8044,midsize car,3,N/A,17,28,21,27.0023,6,no
CHEVROLET Monte Carlo,3.4,(6 cyl),Auto-L4,2WD,Gasoline,CL,LEV,1GMXV03.8043,midsize car,2,N/A,19,29,22,29.2549,6,no
CHEVROLET Monte Carlo,3.8,(6 cyl),Auto-L4,2WD,Gasoline,CL,LEV,1GMXV03.8043,midsize car,2,N/A,17,28,21,27.0023,6,no
CHEVROLET Prizm,1.8,(4 cyl),Auto-L3,2WD,Gasoline,CL,LEV,1NTXV01.8FFA,small car,2,N/A,25,30,27,35.9588,8,no
CHEVROLET Prizm,1.8,(4 cyl),Auto-L4,2WD,Gasoline,CL,LEV,1NTXV01.8FFA,small car,2,N/A,26,36,30,39.8566,8,no
CHEVROLET Prizm,1.8,(4 cyl),Man-5,2WD,Gasoline,CL,LEV,1NTXV01.8FFA,small car,2,N/A,27,37,31,41.5815,9,no
CHEVROLET S10,2.2,(4 cyl),Auto-L4,2WD,Gasoline,NF,LEV,1GMXT02.2122,pickup,2,N/A,17,23,19,24.7567,5,no
CHEVROLET S10,2.2,(4 cyl),Man-5,2WD,Gasoline,NF,LEV,1GMXT02.2122,pickup,2,N/A,19,25,22,28.3953,6,no
CHEVROLET S10,4.3,(6 cyl),Man-5,2WD,Gasoline,CL,LEV,1GMXT04.3186,pickup,2,N/A,14,20,16,21.2269,4,no
CHEVROLET S10,4.3,(6 cyl),Auto-L4,2WD,Gasoline,CL,LEV,1GMXT04.3186,pickup,2,N/A,15,20,17,22.2955,4,no
CHEVROLET S10,4.3,(6 cyl),Man-5,2WD,Gasoline,CL,LEV,1GMXT04.3187,pickup,1,N/A,14,20,16,21.2269,4,no
CHEVROLET S10,4.3,(6 cyl),Man-5,2WD,Gasoline,FA+CF,LEV,1GMXT04.3188,pickup,1,N/A,14,20,16,21.2269,4,no
CHEVROLET S10,4.3,(6 cyl),Auto-L4,2WD,Gasoline,CL,LEV,1GMXT04.3187,pickup,1,N/A,15,20,17,22.2955,4,no
CHEVROLET S10,4.3,(6 cyl),Auto-L4,2WD,Gasoline,FA+CF,LEV,1GMXT04.3188,pickup,1,N/A,15,20,17,22.2955,4,no
CHEVROLET S10,4.3,(6 cyl),Man-5,4WD,Gasoline,CL,LEV,1GMXT04.3187,pickup,1,N/A,13,17,14,18.6511,2,no
CHEVROLET S10,4.3,(6 cyl),Man-5,4WD,Gasoline,FA+CF,LEV,1GMXT04.3188,pickup,1,N/A,13,17,14,18.6511,2,no
CHEVROLET S10,4.3,(6 cyl),Auto-L4,4WD,Gasoline,CL,LEV,1GMXT04.3187,pickup,1,N/A,13,17,15,18.9596,3,no
CHEVROLET S10,4.3,(6 cyl),Auto-L4,4WD,Gasoline,FA+CF,LEV,1GMXT04.3188,pickup,1,N/A,13,17,15,18.9596,3,no
CHEVROLET Silverado 1500,4.3,(6 cyl),Auto-L4,2WD,Gasoline,CA,LEV,1GMXA04.3190,pickup,1,N/A,15,20,17,21.3629,4,no
CHEVROLET Silverado 1500,4.3,(6 cyl),Auto-L4,4WD,Gasoline,CA,LEV,1GMXA04.3190,pickup,1,N/A,14,18,15,19.8962,3,no
CHEVROLET Silverado 1500,4.8,(8 cyl),Man-5,2WD,Gasoline,CA,LEV,1GMXA05.3183,pickup,1,N/A,14,19,16,20.2181,4,no
CHEVROLET Silverado 1500,4.8,(8 cyl),Auto-L4,2WD,Gasoline,CA,LEV,1GMXA05.3183,pickup,1,N/A,14,19,16,20.3752,4,no
CHEVROLET Silverado 1500,4.8,(8 cyl),Man-5,4WD,Gasoline,CA,LEV,1GMXA05.3183,pickup,1,N/A,13,17,14,18.5794,2,no
CHEVROLET Silverado 1500,5.3,(8 cyl),Auto-L4,2WD,Gasoline,CA,LEV,1GMXA05.3183,pickup,1,N/A,14,18,15,19.906,3,no
CHEVROLET Silverado 1500,5.3,(8 cyl),Auto-L4,4WD,Gasoline,CA,LEV,1GMXA05.3183,pickup,1,N/A,13,16,14,18.5519,2,no
CHEVROLET Silverado 1500,4.3,(6 cyl),Man-5,2WD,Gasoline,FA,T1,1GMXT04.3184,pickup,0,N/A,14,19,16,20.6782,4,no
CHEVROLET Silverado 1500,4.3,(6 cyl),Auto-L4,2WD,Gasoline,FA,T1,1GMXT04.3184,pickup,0,N/A,15,20,17,21.3629,4,no
CHEVROLET Silverado 1500,4.3,(6 cyl),Man-5,4WD,Gasoline,FA,T1,1GMXT04.3184,pickup,0,N/A,13,16,14,18.6073,2,no
CHEVROLET Silverado 1500,4.3,(6 cyl),Auto-L4,4WD,Gasoline,FA,T1,1GMXT04.3184,pickup,0,N/A,14,18,15,19.8962,3,no
CHEVROLET Silverado 1500,4.8,(8 cyl),Auto-L4,4WD,Gasoline,FA+CF,LEV,1GMXT05.3186,pickup,0,N/A,13,16,14,18.6232,2,no
CHEVROLET Silverado 1500,4.8,(8 cyl),Man-5,2WD,Gasoline,FA,T1,1GMXT05.3181,pickup,0,N/A,14,19,16,20.2181,4,no
CHEVROLET Silverado 1500,4.8,(8 cyl),Auto-L4,2WD,Gasoline,FA,T1,1GMXT05.3181,pickup,0,N/A,14,19,16,20.3752,4,no
CHEVROLET Silverado 1500,4.8,(8 cyl),Auto-L4,4WD,Gasoline,FA,T1,1GMXT05.3181,pickup,0,N/A,13,16,14,18.6232,2,no
CHEVROLET Silverado 1500,4.8,(8 cyl),Man-5,4WD,Gasoline,FA,T1,1GMXT05.3181,pickup,0,N/A,13,17,14,18.5794,2,no
CHEVROLET Silverado 1500,5.3,(8 cyl),Auto-L4,2WD,Gasoline,FA+CF,LEV,1GMXT05.3186,pickup,0,N/A,14,18,15,19.906,3,no
CHEVROLET Silverado 1500,5.3,(8 cyl),Auto-L4,2WD,Gasoline,FA,T1,1GMXT05.3181,pickup,0,N/A,14,18,15,19.906,3,no
CHEVROLET Silverado 1500,5.3,(8 cyl),Auto-L4,4WD,Gasoline,FA,T1,1GMXT05.3181,pickup,0,N/A,13,16,14,18.5519,2,no
CHEVROLET Silverado 2500,5.7,,,2WD,Gasoline,CA,LEV,1GMXA06.0188,pickup,0,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Silverado 2500,5.7,,,4WD,Gasoline,CA,LEV,1GMXA06.0188,pickup,0,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Silverado 2500,6,,,2WD,Gasoline,CA,LEV,1GMXA06.0188,pickup,0,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Silverado 2500,6,,,4WD,Gasoline,CA,LEV,1GMXA06.0188,pickup,0,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Silverado 2500,8.1,,,2WD,Gasoline,CA,LEV,1GMXA08.1201,pickup,0,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Silverado 2500,8.1,,,4WD,Gasoline,CA,LEV,1GMXA08.1201,pickup,0,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Silverado 3500,5.7,,,2WD,Gasoline,CA,LEV,1GMXA06.0188,pickup,0,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Silverado 3500,5.7,,,4WD,Gasoline,CA,LEV,1GMXA06.0188,pickup,0,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Silverado 3500,6,,,2WD,Gasoline,CA,LEV,1GMXA06.0188,pickup,0,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Silverado 3500,6,,,4WD,Gasoline,CA,LEV,1GMXA06.0188,pickup,0,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Silverado 3500,8.1,,,2WD,Gasoline,CA,LEV,1GMXA08.1203,pickup,0,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Silverado 3500,8.1,,,4WD,Gasoline,CA,LEV,1GMXA08.1203,pickup,0,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Suburban 1500,5.3,(8 cyl),Auto-L4,2WD,Gasoline,CA,ULEV,1GMXA05.3185,SUV,1,N/A,13,16,14,18.1265,2,no
CHEVROLET Suburban 1500,5.3,(8 cyl),Auto-L4,4WD,Gasoline,CA,ULEV,1GMXA05.3185,SUV,1,N/A,12,15,13,17.2854,1,no
CHEVROLET Suburban 1500,5.3,(8 cyl),Auto-L4,2WD,Gasoline,FA,T1,1GMXT05.3182,SUV,0,N/A,13,16,14,18.1265,2,no
CHEVROLET Suburban 1500,5.3,(8 cyl),Auto-L4,4WD,Gasoline,FA,T1,1GMXT05.3182,SUV,0,N/A,12,15,13,17.2854,1,no
CHEVROLET Suburban 2500,5.7,,,2WD,Gasoline,CA,LEV,1GMXA06.0188,SUV,0,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Suburban 2500,5.7,,,4WD,Gasoline,CA,LEV,1GMXA06.0188,SUV,0,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Suburban 2500,6,,,2WD,Gasoline,CA,LEV,1GMXA06.0188,SUV,0,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Suburban 2500,6,,,4WD,Gasoline,CA,LEV,1GMXA06.0188,SUV,0,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Suburban 2500,8.1,,,2WD,Gasoline,CA,LEV,1GMXA08.1201,SUV,0,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Suburban 2500,8.1,,,4WD,Gasoline,CA,LEV,1GMXA08.1201,SUV,0,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Tahoe 1500,4.8,(8 cyl),Auto-L4,2WD,Gasoline,CA,LEV,1GMXA05.3184,SUV,0,N/A,13,18,15,19.5078,3,no
CHEVROLET Tahoe 1500,4.8,(8 cyl),Auto-L4,4WD,Gasoline,CA,LEV,1GMXA05.3184,SUV,0,N/A,13,16,14,18.2277,2,no
CHEVROLET Tahoe 1500,4.8,(8 cyl),Auto-L4,2WD,Gasoline,FA,T1,1GMXT05.3182,SUV,0,N/A,13,18,15,19.5078,3,no
CHEVROLET Tahoe 1500,4.8,(8 cyl),Auto-L4,4WD,Gasoline,FA,T1,1GMXT05.3182,SUV,0,N/A,13,16,14,18.2277,2,no
CHEVROLET Tahoe 1500,5.3,(8 cyl),Auto-L4,2WD,Gasoline,CA,LEV,1GMXA05.3184,SUV,0,N/A,13,16,14,18.1265,2,no
CHEVROLET Tahoe 1500,5.3,(8 cyl),Auto-L4,4WD,Gasoline,CA,LEV,1GMXA05.3184,SUV,0,N/A,13,16,14,17.817,2,no
CHEVROLET Tahoe 1500,5.3,(8 cyl),Auto-L4,2WD,Gasoline,FA,T1,1GMXT05.3182,SUV,0,N/A,13,16,14,18.1265,2,no
CHEVROLET Tahoe 1500,5.3,(8 cyl),Auto-L4,4WD,Gasoline,FA,T1,1GMXT05.3182,SUV,0,N/A,13,16,14,17.817,2,no
CHEVROLET Tracker,2,(4 cyl),Man-5,2WD,Gasoline,CL,LEV,1SKXX2.00LC4,SUV,2,N/A,20,24,21,28.1966,6,no
CHEVROLET Tracker,2,(4 cyl),Auto-L4,2WD,Gasoline,CL,LEV,1SKXX2.00LC4,SUV,2,N/A,21,24,22,28.868,6,no
CHEVROLET Tracker,2,(4 cyl),Man-5,4WD,Gasoline,CL,LEV,1SKXX2.00LC4,SUV,2,N/A,20,23,21,27.4726,6,no
CHEVROLET Tracker,2,(4 cyl),Auto-L4,4WD,Gasoline,CL,LEV,1SKXX2.00LC4,SUV,2,N/A,20,23,21,27.8783,6,no
CHEVROLET Tracker Convertible,2,(4 cyl),Man-5,2WD,Gasoline,CL,LEV,1SKXX2.00LC4,SUV,2,N/A,20,23,21,28.2135,6,no
CHEVROLET Tracker Convertible,2,(4 cyl),Auto-L4,2WD,Gasoline,CL,LEV,1SKXX2.00LC4,SUV,2,N/A,20,23,22,28.5548,6,no
CHEVROLET Tracker Convertible,2,(4 cyl),Man-5,4WD,Gasoline,CL,LEV,1SKXX2.00LC4,SUV,2,N/A,20,23,21,27.6423,6,no
CHEVROLET Tracker Convertible,2,(4 cyl),Auto-L4,4WD,Gasoline,CL,LEV,1SKXX2.00LC4,SUV,2,N/A,20,23,21,27.8258,6,no
CHEVROLET Tracker LT,2.5,(6 cyl),Auto-L4,2WD,Gasoline,CL,LEV,1SKXT2.49LC1,SUV,2,N/A,17,19,18,23.0629,5,no
CHEVROLET Tracker LT,2.5,(6 cyl),Auto-L4,4WD,Gasoline,CL,LEV,1SKXT2.49LC1,SUV,2,N/A,16,19,17,22.3507,4,no
CHEVROLET Tracker ZR2,2.5,(6 cyl),Auto-L4,2WD,Gasoline,CL,LEV,1SKXT2.49LC1,SUV,2,N/A,16,19,17,22.4524,4,no
CHEVROLET Tracker ZR2 Convertible,2,(4 cyl),Auto-L4,4WD,Gasoline,CL,LEV,1SKXX2.00LC4,SUV,2,N/A,19,23,21,27.2833,6,no
CHEVROLET Tracker ZR2 Convertible,2,(4 cyl),Man-5,4WD,Gasoline,CL,LEV,1SKXX2.00LC4,SUV,2,N/A,20,23,21,28.1354,6,no
CHEVROLET Van 1500,4.3,(6 cyl),Auto-L4,2WD,Gasoline,CA,LEV,1GMXA04.3192,van,1,N/A,13,17,15,18.9215,3,no
CHEVROLET Van 1500,4.3,(6 cyl),Auto-L4,2WD,Gasoline,FA+CF,LEV,1GMXT04.3193,van,0,N/A,13,17,15,18.9215,3,no
CHEVROLET Van 1500,4.3,(6 cyl),Auto-L4,2WD,Gasoline,FA,T1,1GMXT04.3180,van,0,N/A,13,17,15,18.9215,3,no
CHEVROLET Van 1500,4.3,(6 cyl),Auto-L4,2WD,Gasoline,FA,T1,1GMXT04.3185,van,0,N/A,13,17,15,18.9215,3,no
CHEVROLET Van 1500,5,(8 cyl),Auto-L4,2WD,Gasoline,FA,T1,1GMXT05.0181,van,0,N/A,13,17,15,18.668,3,no
CHEVROLET Van 1500,5,(8 cyl),Auto-L4,2WD,Gasoline,FA,T1,1GMXT05.0182,van,0,N/A,13,17,15,18.668,3,no
CHEVROLET Van 1500,5,(8 cyl),Auto-L4,2WD,Gasoline,CA,T1,1GMXT05.0181,van,0,N/A,13,17,15,18.668,3,no
CHEVROLET Van 1500,5,(8 cyl),Auto-L4,2WD,Gasoline,CA,T1,1GMXT05.0182,van,0,N/A,13,17,15,18.668,3,no
CHEVROLET Van 1500,5.7,(8 cyl),Auto-L4,2WD,Gasoline,FA+CF,LEV,1GMXT05.7195,van,0,N/A,12,16,14,17.5157,2,no
CHEVROLET Van 1500,5.7,(8 cyl),Auto-L4,2WD,Gasoline,CA,LEV,1GMXA06.0194,van,0,N/A,12,16,14,17.5157,2,no
CHEVROLET Van 1500,5.7,(8 cyl),Auto-L4,2WD,Gasoline,FA,T1,1GMXT06.0187,van,0,N/A,12,16,14,17.5157,2,no
CHEVROLET Van 2500,4.3,(6 cyl),Auto-L4,2WD,Gasoline,CA,LEV,1GMXA04.3192,van,1,N/A,13,17,15,18.9215,3,no
CHEVROLET Van 2500,4.3,(6 cyl),Auto-L4,2WD,Gasoline,FA+CF,LEV,1GMXT04.3193,van,0,N/A,13,17,15,18.9215,3,no
CHEVROLET Van 2500,4.3,(6 cyl),Auto-L4,2WD,Gasoline,FA,T1,1GMXT04.3180,van,0,N/A,13,17,15,18.9215,3,no
CHEVROLET Van 2500,4.3,(6 cyl),Auto-L4,2WD,Gasoline,FA,T1,1GMXT04.3185,van,0,N/A,13,17,15,18.9215,3,no
CHEVROLET Van 2500,5,(8 cyl),Auto-L4,2WD,Gasoline,FA,T1,1GMXT05.0181,van,0,N/A,13,17,15,18.668,3,no
CHEVROLET Van 2500,5,(8 cyl),Auto-L4,2WD,Gasoline,FA,T1,1GMXT05.0182,van,0,N/A,13,17,15,18.668,3,no
CHEVROLET Van 2500,5,(8 cyl),Auto-L4,2WD,Gasoline,CA,T1,1GMXT05.0181,van,0,N/A,13,17,15,18.668,3,no
CHEVROLET Van 2500,5,(8 cyl),Auto-L4,2WD,Gasoline,CA,T1,1GMXT05.0182,van,0,N/A,13,17,15,18.668,3,no
CHEVROLET Van 2500,5.7,(8 cyl),Auto-L4,2WD,Gasoline,FA+CF,LEV,1GMXT05.7195,van,0,N/A,12,16,14,17.5157,2,no
CHEVROLET Van 2500,5.7,(8 cyl),Auto-L4,2WD,Gasoline,CA,LEV,1GMXA06.0194,van,0,N/A,12,16,14,17.5157,2,no
CHEVROLET Van 2500,5.7,(8 cyl),Auto-L4,2WD,Gasoline,FA,T1,1GMXT06.0187,van,0,N/A,12,16,14,17.5157,2,no
CHEVROLET Van 3500,5.7,,,,Gasoline,CA,LEV,1GMXA06.0188,van,0,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Van 3500,6,,,,Gasoline,CA,LEV,1GMXA06.0188,van,0,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Van 3500,8.1,,,,Gasoline,CA,T1,1GMXA08.1202,van,0,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Van 3500 Dual-Fuel,5.7,,,,CNG/gas,CA,LEV,1TJXT05.7188,van,0/0,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Venture,3.4,(6 cyl),Auto-L4,2WD,Gasoline,CA,ULEV,1GMXT03.4142,minivan,2,N/A,17,24,20,25.3963,6,no
CHEVROLET Venture,3.4,(6 cyl),Auto-L4,2WD,Gasoline,NL,LEV,1GMXT03.4141,minivan,1,N/A,17,24,20,25.3963,6,no
CHRYSLER 300,3.5,(6 cyl),Auto-S4,2WD,Gasoline,CL,LEV,1CRXV03.5VD0,large car,2,N/A,16,24,19,24.228,5,no
CHRYSLER Caravan,3.8,(6 cyl),Auto-S4,4WD,Gasoline,CL,LEV,1CRXT03.82D0,minivan,1,N/A,15,21,17,22.3883,4,no
CHRYSLER Caravan,3.8,(6 cyl),Auto-L4,4WD,Gasoline,CL,LEV,1CRXT03.82D0,minivan,1,N/A,15,21,18,22.7251,5,no
CHRYSLER Concorde,2.7,(6 cyl),Auto-L4,2WD,Gasoline,CL,LEV,1CRXV03.5VD0,large car,2,N/A,17,25,20,26.4368,6,no
CHRYSLER Concorde,3.2,(6 cyl),Auto-L4,2WD,Gasoline,CL,LEV,1CRXV03.5VD0,large car,2,N/A,17,25,20,25.3979,6,no
CHRYSLER LHS,3.5,(6 cyl),Auto-L4,2WD,Gasoline,CL,LEV,1CRXV03.5VD0,large car,2,N/A,16,24,19,24.2763,5,no
CHRYSLER PT Cruiser,2.4,(4 cyl),Auto-L4,2WD,Gasoline,CL,LEV,1CRXV02.4VD0,SUV,2,N/A,17,23,20,25.5254,6,no
CHRYSLER PT Cruiser,2.4,(4 cyl),Man-5,2WD,Gasoline,CL,LEV,1CRXV02.4VD0,SUV,2,N/A,18,24,20,26.2214,6,no
CHRYSLER Sebring,2.4,(4 cyl),Auto-L4,2WD,Gasoline,CA,ULEV,1CRXV0148V40,midsize car,3,N/A,18,28,21,27.8839,6,no
CHRYSLER Sebring,2.4,(4 cyl),Auto-L4,2WD,Gasoline,CL,LEV,1CRXV02.4VD0,midsize car,2,N/A,18,28,21,27.8839,6,no
CHRYSLER Sebring,2.4,(4 cyl),Auto-L4,2WD,Gasoline,CL,LEV,1DSXV02.4GNG,small car,2,N/A,18,25,21,26.9909,6,no
CHRYSLER Sebring,2.4,(4 cyl),Man-5,2WD,Gasoline,CL,LEV,1DSXV02.4GNG,small car,2,N/A,20,27,23,29.526,7,no
CHRYSLER Sebring,2.7,(6 cyl),Auto-L4,2WD,Gasoline,CL,LEV,1CRXV03.5VD0,midsize car,2,N/A,17,25,20,26.4368,6,no
CHRYSLER Sebring,2.7,(6 cyl),Auto-S4,2WD,Gasoline,CL,LEV,1CRXV03.5VD0,midsize car,2,N/A,18,26,21,27.0572,6,no
CHRYSLER Sebring,3,(6 cyl),Auto-S4,2WD,Gasoline,CL,LEV,1DSXV03.0GNG,small car,2,N/A,17,25,20,25.5866,6,no
CHRYSLER Sebring,3,(6 cyl),Auto-L4,2WD,Gasoline,CL,LEV,1DSXV03.0GNG,small car,2,N/A,17,25,20,25.705,6,no
CHRYSLER Sebring,3,(6 cyl),Man-5,2WD,Gasoline,CL,LEV,1DSXV03.0GNG,small car,2,N/A,18,26,21,27.1583,6,no
CHRYSLER Sebring Convertible,2.7,(6 cyl),Auto-L4,2WD,Gasoline,CL,LEV,1CRXV03.5VD0,small car,2,N/A,17,25,20,26.4368,6,no
CHRYSLER Sebring Convertible,2.7,(6 cyl),Auto-S4,2WD,Gasoline,CL,LEV,1CRXV03.5VD0,small car,2,N/A,18,26,21,27.0572,6,no
CHRYSLER Town & Country,2.4,(4 cyl),Auto-L3,2WD,Gasoline,CA,ULEV,1CRXT0148240,minivan,2,N/A,17,22,19,25.2926,5,no
CHRYSLER Town & Country,2.4,(4 cyl),Auto-L3,2WD,Gasoline,CL,LEV,1CRXT02.42D0,minivan,1,N/A,17,22,19,25.2926,5,no
CHRYSLER Town & Country,3.3,(6 cyl),Auto-L4,2WD,Gasoline,CL,LEV,1CRXT03.32DP,minivan,1,N/A,11,16,13,16.686,1,no
CHRYSLER Town & Country,3.3,(6 cyl),Auto-L4,2WD,Gasoline,CL,LEV,1CRXT03.32DP,minivan,1,N/A,16,22,18,23.4361,5,no
CHRYSLER Town & Country,3.3,(6 cyl),Auto-L4,2WD,Gasoline,CL,LEV,1CRXT03.82D0,minivan,1,N/A,16,22,18,23.4361,5,no
CHRYSLER Town & Country,3.8,(6 cyl),Auto-L4,2WD,Gasoline,CL,LEV,1CRXT03.82D0,minivan,1,N/A,16,22,18,23.1733,5,no
CHRYSLER Town & Country,3.8,(6 cyl),Auto-L4,4WD,Gasoline,CL,LEV,1CRXT03.82D0,minivan,1,N/A,15,21,17,22.0998,4,no
CHRYSLER Voyager,2.4,(4 cyl),Auto-L3,2WD,Gasoline,CA,ULEV,1CRXT0148240,minivan,2,N/A,17,22,19,25.2926,5,no
CHRYSLER Voyager,2.4,(4 cyl),Auto-L3,2WD,Gasoline,CL,LEV,1CRXT02.42D0,minivan,1,N/A,17,22,19,25.2926,5,no
CHRYSLER Voyager,3.3,(6 cyl),Auto-L4,2WD,Gasoline,CL,LEV,1CRXT03.32DP,minivan,1,N/A,11,16,13,16.686,1,no
CHRYSLER Voyager,3.3,(6 cyl),Auto-L4,2WD,Gasoline,CL,LEV,1CRXT03.32DP,minivan,1,N/A,16,22,18,23.4361,5,no
CHRYSLER Voyager,3.3,(6 cyl),Auto-L4,2WD,Gasoline,CL,LEV,1CRXT03.82D0,minivan,1,N/A,16,22,18,23.4361,5,no
CHRYSLER Voyager,3.8,(6 cyl),Auto-L4,2WD,Gasoline,CL,LEV,1CRXT03.82D0,minivan,1,N/A,16,22,18,23.1733,5,no
DAEWOO Lanos,1.6,(4 cyl),Auto-4,2WD,Gasoline,CL,LEV,1DWXV01.6D02,small car,2,N/A,20,30,23,30.4352,7,no
DAEWOO Lanos,1.6,(4 cyl),Man-5,2WD,Gasoline,CL,LEV,1DWXV01.6D02,small car,2,N/A,22,32,25,33.1757,7,no
DAEWOO Lanos,1.6,(4 cyl),Auto-4,2WD,Gasoline,NL,TLEV,1DWXV01.6D01,small car,1,N/A,20,30,23,30.4352,7,no
DAEWOO Lanos,1.6,(4 cyl),Man-5,2WD,Gasoline,NL,TLEV,1DWXV01.6D01,small car,1,N/A,22,32,25,33.1757,7,no
DAEWOO Leganza,2.2,(4 cyl),Auto-4,2WD,Gasoline,CL,LEV,1DWXV02.2D02,midsize car,2,N/A,17,25,20,26.2945,6,no
DAEWOO Leganza,2.2,(4 cyl),Man-5,2WD,Gasoline,CL,LEV,1DWXV02.2D02,midsize car,2,N/A,18,26,21,26.9673,6,no
DAEWOO Leganza,2.2,(4 cyl),Auto-4,2WD,Gasoline,NL,TLEV,1DWXV02.2D01,midsize car,1,N/A,17,25,20,26.2945,6,no
DAEWOO Leganza,2.2,(4 cyl),Man-5,2WD,Gasoline,NL,TLEV,1DWXV02.2D01,midsize car,1,N/A,18,26,21,26.9673,6,no
DAEWOO Nubira,2,(4 cyl),Auto-4,2WD,Gasoline,CL,LEV,1DWXV02.2D02,small car,2,N/A,19,28,22,29.3443,6,no
DAEWOO Nubira,2,(4 cyl),Man-5,2WD,Gasoline,CL,LEV,1DWXV02.2D02,small car,2,N/A,19,29,23,29.7078,7,no
DAEWOO Nubira,2,(4 cyl),Auto-4,2WD,Gasoline,NL,TLEV,1DWXV02.2D01,small car,1,N/A,19,28,22,29.3443,6,no
DAEWOO Nubira,2,(4 cyl),Man-5,2WD,Gasoline,NL,TLEV,1DWXV02.2D01,small car,1,N/A,19,29,23,29.7078,7,no
DAEWOO Nubira Station Wagon,2,(4 cyl),Auto-4,2WD,Gasoline,CL,LEV,1DWXV02.2D02,station wagon,2,N/A,19,28,22,29.3443,6,no
DAEWOO Nubira Station Wagon,2,(4 cyl),Man-5,2WD,Gasoline,CL,LEV,1DWXV02.2D02,station wagon,2,N/A,19,28,23,29.6489,7,no
DAEWOO Nubira Station Wagon,2,(4 cyl),Auto-4,2WD,Gasoline,NL,TLEV,1DWXV02.2D01,station wagon,1,N/A,19,28,22,29.3443,6,no
DAEWOO Nubira Station Wagon,2,(4 cyl),Man-5,2WD,Gasoline,NL,TLEV,1DWXV02.2D01,station wagon,1,N/A,19,28,23,29.6489,7,no
DODGE Caravan,2.4,(4 cyl),Auto-L3,2WD,Gasoline,CA,ULEV,1CRXT0148240,minivan,2,N/A,17,22,19,25.2926,5,no
DODGE Caravan,2.4,(4 cyl),Auto-L3,2WD,Gasoline,CL,LEV,1CRXT02.42D0,minivan,1,N/A,17,22,19,25.2926,5,no
DODGE Caravan,3.3,(6 cyl),Auto-L4,2WD,Gasoline,CL,LEV,1CRXT03.32DP,minivan,1,N/A,11,16,13,16.686,1,no
DODGE Caravan,3.3,(6 cyl),Auto-L4,2WD,Gasoline,CL,LEV,1CRXT03.32DP,minivan,1,N/A,16,22,18,23.4482,5,no
DODGE Caravan,3.3,(6 cyl),Auto-L4,2WD,Gasoline,CL,LEV,1CRXT03.82D0,minivan,1,N/A,16,22,18,23.4482,5,no
