Model,Displ,Cyl,Trans,Drive,Fuel,Sales Area,Stnd,Underhood ID,Veh Class,Air Pollution Score,FE Calc Appr,City MPG,Hwy MPG,Cmb MPG,Unadj Cmb MPG,Greenhouse Gas Score,SmartWay
CHRYSLER Town & Country,3.3,(6 cyl),Auto-L4,2WD,Gasoline,CL,LEV,2CRXT03.32DP,minivan,N/A,N/A,16,22,18,23.4338,5,no
CHRYSLER Voyager,2.4,(4 cyl),Auto-L3,2WD,Gasoline,CL,LEV,2CRXT02.42D0,minivan,1,N/A,17,23,19,25.026,5,no
CHRYSLER Voyager,2.4,(4 cyl),Auto-L4,2WD,Gasoline,CL,LEV,2CRXT02.42D0,minivan,1,N/A,17,24,20,25.841,6,no
CHRYSLER Voyager,3.8,(6 cyl),Auto-L4,2WD,Gasoline,CL,LEV,2CRXT03.82D0,minivan,1,N/A,16,22,18,23.1987,5,no
CHRYSLER Voyager,3.3,(6 cyl),Auto-L4,2WD,Gasoline,CL,LEV,2CRXT03.32DP,minivan,N/A,N/A,16,22,18,23.4338,5,no
DAEWOO Lanos,1.5,(4 cyl),Auto-4,2WD,Gasoline,NL,TLEV,2DWXV01.5S01,small car,1,N/A,21,33,25,32.9271,7,no
DAEWOO Lanos,1.5,(4 cyl),Man-5,2WD,Gasoline,NL,TLEV,2DWXV01.5S01,small car,1,N/A,23,32,26,34.8121,8,no
DAEWOO Leganza,2.2,(4 cyl),Auto-4,2WD,Gasoline,CL,LEV,2DWXV02.2D02,midsize car,2,N/A,17,25,20,26.2945,6,no
DAEWOO Leganza,2.2,(4 cyl),Man-5,2WD,Gasoline,CL,LEV,2DWXV02.2D02,midsize car,2,N/A,18,26,21,26.9673,6,no
DAEWOO Leganza,2.2,(4 cyl),Auto-4,2WD,Gasoline,NL,TLEV,2DWXV02.2D01,midsize car,1,N/A,17,25,20,26.2945,6,no
DAEWOO Leganza,2.2,(4 cyl),Man-5,2WD,Gasoline,NL,TLEV,2DWXV02.2D01,midsize car,1,N/A,18,26,21,26.9673,6,no
DAEWOO Nubira,2,(4 cyl),Auto-4,2WD,Gasoline,CL,LEV,2DWXV02.2D02,small car,2,N/A,19,28,22,29.3443,6,no
DAEWOO Nubira,2,(4 cyl),Man-5,2WD,Gasoline,CL,LEV,2DWXV02.2D02,small car,2,N/A,19,29,23,29.7078,7,no
DAEWOO Nubira,2,(4 cyl),Auto-4,2WD,Gasoline,NL,TLEV,2DWXV02.2D01,small car,1,N/A,19,28,22,29.3443,6,no
DAEWOO Nubira,2,(4 cyl),Man-5,2WD,Gasoline,NL,TLEV,2DWXV02.2D01,small car,1,N/A,19,29,23,29.7078,7,no
DAEWOO Nubira Station Wagon,2,(4 cyl),Auto-4,2WD,Gasoline,CL,LEV,2DWXV02.2D02,station wagon,2,N/A,19,28,22,29.3443,6,no
DAEWOO Nubira Station Wagon,2,(4 cyl),Man-5,2WD,Gasoline,CL,LEV,2DWXV02.2D02,station wagon,2,N/A,19,28,23,29.6489,7,no
DAEWOO Nubira Station Wagon,2,(4 cyl),Auto-4,2WD,Gasoline,NL,TLEV,2DWXV02.2D01,station wagon,1,N/A,19,28,22,29.3443,6,no
DAEWOO Nubira Station Wagon,2,(4 cyl),Man-5,2WD,Gasoline,NL,TLEV,2DWXV02.2D01,station wagon,1,N/A,19,28,23,29.6489,7,no
DODGE Caravan,2.4,(4 cyl),Auto-L3,2WD,Gasoline,CL,LEV,2CRXT02.42D0,minivan,1,N/A,17,23,19,25.026,5,no
DODGE Caravan,2.4,(4 cyl),Auto-L4,2WD,Gasoline,CL,LEV,2CRXT02.42D0,minivan,1,N/A,17,24,20,25.841,6,no
DODGE Caravan,3.8,(6 cyl),Auto-S4,2WD,Gasoline,CL,LEV,2CRXT03.82D0,minivan,1,N/A,15,22,18,22.9379,5,no
DODGE Caravan,3.8,(6 cyl),Auto-L4,2WD,Gasoline,CL,LEV,2CRXT03.82D0,minivan,1,N/A,16,22,18,23.1987,5,no
DODGE Caravan,3.8,(6 cyl),Auto-S4,4WD,Gasoline,CL,LEV,2CRXT03.82D0,minivan,1,N/A,15,21,17,22.3883,4,no
DODGE Caravan,3.8,(6 cyl),Auto-L4,4WD,Gasoline,CL,LEV,2CRXT03.82D0,minivan,1,N/A,15,21,18,22.7251,5,no
DODGE Caravan,3.3,(6 cyl),Auto-L4,2WD,Gasoline,CL,LEV,2CRXT03.32DP,minivan,N/A,N/A,16,22,18,23.4264,5,no
DODGE Dakota,2.5,(4 cyl),Man-5,2WD,Gasoline,CL,TLEV,2CRXT02.51C0,pickup,1,N/A,17,22,19,24.5682,5,no
DODGE Dakota,3.9,(6 cyl),Man-5,2WD,Gasoline,CL,LEV,2CRXT03.92D0,pickup,1,N/A,14,20,16,20.5577,4,no
DODGE Dakota,3.9,(6 cyl),Auto-L4,2WD,Gasoline,CL,LEV,2CRXT03.92D0,pickup,1,N/A,16,18,17,21.6914,4,no
DODGE Dakota,3.9,(6 cyl),Auto-L4,4WD,Gasoline,CL,LEV,2CRXT03.92D0,pickup,1,N/A,13,16,14,18.321,2,no
DODGE Dakota,3.9,(6 cyl),Man-5,4WD,Gasoline,CL,LEV,2CRXT03.92D0,pickup,1,N/A,14,18,15,19.8162,3,no
DODGE Dakota,4.7,(8 cyl),Auto-L4,2WD,Gasoline,CL,LEV,2CRXT04.72D1,pickup,1,N/A,13,18,15,19.3053,3,no
DODGE Dakota,4.7,(8 cyl),Man-5,2WD,Gasoline,CL,LEV,2CRXT04.72D1,pickup,1,N/A,13,19,15,19.6885,3,no
DODGE Dakota,4.7,(8 cyl),Auto-L4,4WD,Gasoline,CL,LEV,2CRXT04.72D1,pickup,1,N/A,12,16,14,17.3609,2,no
DODGE Dakota,4.7,(8 cyl),Man-5,4WD,Gasoline,CL,LEV,2CRXT04.72D1,pickup,1,N/A,13,17,14,18.394,2,no
DODGE Dakota,5.9,(8 cyl),Auto-L4,2WD,Gasoline,CL,LEV,2CRXT05.92D0,pickup,1,N/A,11,15,13,16.412,1,no
DODGE Dakota,3.9,(6 cyl),Man-5,2WD,Gasoline,FA,T1,2CRXT03.95B1,pickup,0,N/A,14,20,16,20.5577,4,no
DODGE Dakota,3.9,(6 cyl),Auto-L4,2WD,Gasoline,FA,T1,2CRXT03.95B1,pickup,0,N/A,16,18,17,21.6914,4,no
DODGE Dakota,3.9,(6 cyl),Auto-L4,4WD,Gasoline,FA,T1,2CRXT03.95B1,pickup,0,N/A,13,16,14,18.321,2,no
DODGE Dakota,3.9,(6 cyl),Man-5,4WD,Gasoline,FA,T1,2CRXT03.95B1,pickup,0,N/A,14,18,15,19.8162,3,no
DODGE Dakota,4.7,(8 cyl),Auto-L4,2WD,Gasoline,FA,T1,2CRXT04.75B0,pickup,0,N/A,13,18,15,19.3053,3,no
DODGE Dakota,4.7,(8 cyl),Man-5,2WD,Gasoline,FA,T1,2CRXT04.75B0,pickup,0,N/A,13,19,15,19.6885,3,no
DODGE Dakota,4.7,(8 cyl),Auto-L4,4WD,Gasoline,FA,T1,2CRXT04.75B0,pickup,0,N/A,12,16,14,17.3609,2,no
DODGE Dakota,4.7,(8 cyl),Man-5,4WD,Gasoline,FA,T1,2CRXT04.75B0,pickup,0,N/A,13,17,14,18.394,2,no
DODGE Dakota,5.9,(8 cyl),Auto-L4,2WD,Gasoline,FA,T1,2CRXT05.95B2,pickup,0,N/A,11,15,13,16.412,1,no
DODGE Dakota,5.9,(8 cyl),Auto-L4,4WD,Gasoline,FA,T1,2CRXT05.95B2,pickup,0,N/A,11,15,12,15.7429,0,no
DODGE Durango,4.7,(8 cyl),Auto-L5,2WD,Gasoline,CA,ULEV,2CRXA0287H40,SUV,1,N/A,13,17,14,18.543,2,no
DODGE Durango,4.7,(8 cyl),Auto-L4,2WD,Gasoline,CA,ULEV,2CRXA0287H40,SUV,1,N/A,13,18,15,19.249,3,no
DODGE Durango,4.7,(8 cyl),Auto-L4,4WD,Gasoline,CA,ULEV,2CRXA0287H40,SUV,1,N/A,12,16,14,17.3146,2,no
DODGE Durango,4.7,(8 cyl),Auto-L5,4WD,Gasoline,CA,ULEV,2CRXA0287H40,SUV,1,N/A,12,16,14,17.5156,2,no
DODGE Durango,5.9,(8 cyl),Auto-L4,2WD,Gasoline,CA,ULEV,2CRXA0360H41,SUV,1,N/A,11,16,13,16.3411,1,no
DODGE Durango,5.9,(8 cyl),Auto-L4,4WD,Gasoline,CA,ULEV,2CRXA0360H41,SUV,1,N/A,11,15,12,15.7429,0,no
DODGE Durango,4.7,(8 cyl),Auto-L5,2WD,Gasoline,FA,T1,2CRXT04.75B0,SUV,0,N/A,13,17,14,18.543,2,no
DODGE Durango,4.7,(8 cyl),Auto-L4,2WD,Gasoline,FA,T1,2CRXT04.75B0,SUV,0,N/A,13,18,15,19.249,3,no
DODGE Durango,4.7,(8 cyl),Auto-L4,4WD,Gasoline,FA,T1,2CRXT04.75B0,SUV,0,N/A,12,16,14,17.3146,2,no
DODGE Durango,4.7,(8 cyl),Auto-L5,4WD,Gasoline,FA,T1,2CRXT04.75B0,SUV,0,N/A,12,16,14,17.5156,2,no
DODGE Durango,5.9,(8 cyl),Auto-L4,2WD,Gasoline,FA,T1,2CRXT05.95B2,SUV,0,N/A,11,16,13,16.3411,1,no
DODGE Durango,5.9,(8 cyl),Auto-L4,4WD,Gasoline,FA,T1,2CRXT05.95B2,SUV,0,N/A,11,15,12,15.7429,0,no
DODGE Intrepid,2.7,(6 cyl),Auto-S4,2WD,Gasoline,CL,LEV,2CRXV03.5VD0,large car,2,N/A,18,25,21,26.7303,6,no
DODGE Intrepid,2.7,(6 cyl),Auto-L4,2WD,Gasoline,CL,LEV,2CRXV03.5VD0,large car,2,N/A,18,26,21,26.8322,6,no
DODGE Intrepid,3.5,(6 cyl),Auto-S4,2WD,Gasoline,CL,LEV,2CRXV03.5VD0,large car,2,N/A,16,24,19,24.358,5,no
DODGE Intrepid,3.5,(6 cyl),Auto-L4,2WD,Gasoline,CL,LEV,2CRXV03.5VD0,large car,2,N/A,16,24,19,24.6822,5,no
DODGE Neon,2,(4 cyl),Auto-L4,2WD,Gasoline,CL,LEV,2CRXV02.0VD0,small car,2,N/A,21,29,24,31.577,7,no
DODGE Neon,2,(4 cyl),Man-5,2WD,Gasoline,CL,LEV,2CRXV02.0VD0,small car,2,N/A,24,31,27,35.5687,8,no
DODGE RAM 1500,4.7,(8 cyl),Man-5,2WD,Gasoline,CA,ULEV,2CRXA0287H41,pickup,1,N/A,13,18,15,18.6716,3,no
DODGE RAM 1500,4.7,(8 cyl),Auto-L4,2WD,Gasoline,CA,ULEV,2CRXA0287H41,pickup,1,N/A,13,18,15,18.7248,3,no
DODGE RAM 1500,4.7,(8 cyl),Auto-L4,4WD,Gasoline,CA,ULEV,2CRXA0287H41,pickup,1,N/A,11,16,13,16.6511,1,no
DODGE RAM 1500,4.7,(8 cyl),Man-5,4WD,Gasoline,CA,ULEV,2CRXA0287H41,pickup,1,N/A,12,16,14,17.6532,2,no
DODGE RAM 1500,5.9,(8 cyl),Auto-L4,2WD,Gasoline,CA,ULEV,2CRXA0360H40,pickup,1,N/A,11,16,12,15.9124,0,no
DODGE RAM 1500,5.9,(8 cyl),Auto-L4,4WD,Gasoline,CA,ULEV,2CRXA0360H40,pickup,1,N/A,10,14,12,15.0459,0,no
DODGE RAM 1500,3.7,(6 cyl),Auto-L4,2WD,Gasoline,CL,T1,2CRXT03.75B0,pickup,0,N/A,13,18,15,19.4163,3,no
DODGE RAM 1500,3.7,(6 cyl),Man-5,2WD,Gasoline,CL,T1,2CRXT03.75B0,pickup,0,N/A,14,19,16,20.2961,4,no
DODGE RAM 1500,4.7,(8 cyl),Man-5,2WD,Gasoline,FA,T1,2CRXT04.75B1,pickup,0,N/A,13,18,15,18.6716,3,no
DODGE RAM 1500,4.7,(8 cyl),Auto-L4,2WD,Gasoline,FA,T1,2CRXT04.75B1,pickup,0,N/A,13,18,15,18.7248,3,no
DODGE RAM 1500,4.7,(8 cyl),Auto-L4,4WD,Gasoline,FA,T1,2CRXT04.75B1,pickup,0,N/A,11,16,13,16.6511,1,no
DODGE RAM 1500,4.7,(8 cyl),Man-5,4WD,Gasoline,FA,T1,2CRXT04.75B1,pickup,0,N/A,12,16,14,17.6532,2,no
DODGE RAM 1500,5.9,(8 cyl),Auto-L4,2WD,Gasoline,FA,T1,2CRXT05.95B1,pickup,0,N/A,11,16,12,15.9124,0,no
DODGE RAM 1500,5.9,(8 cyl),Auto-L4,4WD,Gasoline,FA,T1,2CRXT05.95B1,pickup,0,N/A,10,14,12,15.0459,0,no
DODGE RAM 2500,5.9,,,2WD,Gasoline,CA,ULEV,2CRXA0360J40,pickup,1,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE RAM 2500,5.9,,,4WD,Gasoline,CA,ULEV,2CRXA0360J40,pickup,1,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE RAM 2500,5.9,,,,Gasoline,CA,ULEV,2CRXA0360J40,special purpose,1,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE RAM 2500,5.2,,,2WD,Gasoline,FA,T1,2CRXT05.96B0,pickup,0,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE RAM 2500,5.2,,,4WD,Gasoline,FA,T1,2CRXT05.96B0,pickup,0,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE RAM 2500,5.2,,,,Gasoline,FA,T1,2CRXT05.96B0,special purpose,0,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE RAM 2500,5.9,,,2WD,Gasoline,CF,N/A*,2CRXT05.96J3,pickup,N/A*,N/A,N/A,N/A,N/A,N/A*,N/A*,N/A*
DODGE RAM 2500,5.9,,,4WD,Gasoline,CF,N/A*,2CRXT05.96J3,pickup,N/A*,N/A,N/A,N/A,N/A,N/A*,N/A*,N/A*
DODGE RAM 2500,5.9,,,,Gasoline,CF,N/A*,2CRXT05.96J3,special purpose,N/A*,N/A,N/A,N/A,N/A,N/A*,N/A*,N/A*
DODGE RAM 2500,5.9,,,2WD,Gasoline,FA,T1,2CRXT05.96B0,pickup,0,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE RAM 2500,5.9,,,4WD,Gasoline,FA,T1,2CRXT05.96B0,pickup,0,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE RAM 2500,5.9,,,,Gasoline,FA,T1,2CRXT05.96B0,special purpose,0,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE RAM 2500,8,,,2WD,Gasoline,CA,T1,2CRXA0488J11,pickup,0,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE RAM 2500,8,,,4WD,Gasoline,CA,T1,2CRXA0488J11,pickup,0,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE RAM 2500,8,,,,Gasoline,CA,T1,2CRXA0488J11,special purpose,0,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE RAM 3500,5.2,,,2WD,Gasoline,CA,T1,2CRXA0360J10,pickup,0,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE RAM 3500,5.2,,,4WD,Gasoline,CA,T1,2CRXA0360J10,pickup,0,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE RAM 3500,5.9,,,2WD,Gasoline,CA,T1,2CRXA0360J10,pickup,0,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE RAM 3500,5.9,,,4WD,Gasoline,CA,T1,2CRXA0360J10,pickup,0,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE RAM 3500,5.9,,,4WD,Gasoline,CA,T1,2CRXA0360K10,pickup,0,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE RAM 3500,5.9,,,,Gasoline,CA,T1,2CRXA0360K10,special purpose,0,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE RAM 3500,8,,,2WD,Gasoline,CA,T1,2CRXA0488J11,pickup,0,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE RAM 3500,8,,,4WD,Gasoline,CA,T1,2CRXA0488J11,pickup,0,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE RAM 3500,8,,,4WD,Gasoline,CA,T1,2CRXA0488K11,pickup,0,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE RAM 3500,8,,,,Gasoline,CA,T1,2CRXA0488K11,special purpose,0,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE RAM Van 1500,5.9,(8 cyl),Auto-L4,2WD,Gasoline,CA,ULEV,2CRXA0360J40,van,1,N/A,11,16,13,16.3411,1,no
DODGE RAM Van 1500,3.9,(6 cyl),Auto-L3,2WD,Gasoline,CL,T1,2CRXT03.95B0,van,0,N/A,13,15,14,17.9368,2,no
DODGE RAM Van 1500,5.9,(8 cyl),Auto-L4,2WD,Gasoline,FA,T1,2CRXT05.95B0,van,0,N/A,11,16,13,16.3411,1,no
DODGE RAM Van 1500,5.9,(8 cyl),Auto-L4,2WD,Gasoline,FA,T1,2CRXT05.96B0,van,0,N/A,11,16,13,16.3411,1,no
DODGE RAM Van 2500,5.9,(8 cyl),Auto-L4,2WD,Gasoline,CA,ULEV,2CRXA0360J40,van,1,N/A,11,16,13,16.3411,1,no
DODGE RAM Van 2500,3.9,(6 cyl),Auto-L3,2WD,Gasoline,CL,T1,2CRXT03.95B0,van,0,N/A,13,15,14,17.5491,2,no
DODGE RAM Van 2500,5.9,(8 cyl),Auto-L4,2WD,Gasoline,FA,T1,2CRXT05.96B0,van,0,N/A,11,16,13,16.3411,1,no
DODGE RAM Van 3500,5.2,,,,CNG,CA,SLEV,2CRXT05.26RC,van,2,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE RAM Van 3500,5.2,,,,CNG,FA,ULEV,2CRXT05.26RC,van,1,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE RAM Van 3500,5.9,,,,Gasoline,CA,ULEV,2CRXA0360J40,van,1,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE RAM Van 3500,5.2,,,,Gasoline,CA,T1,2CRXA0360J10,van,0,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE RAM Van 3500,5.2,,,,Gasoline,FA,T1,2CRXT05.96B0,van,0,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE RAM Van 3500,5.9,,,,Gasoline,CF,N/A*,2CRXT05.96J3,van,N/A*,N/A,N/A,N/A,N/A,N/A*,N/A*,N/A*
DODGE RAM Van 3500,5.9,,,,Gasoline,CA,T1,2CRXA0360J10,van,0,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE RAM Van 3500,5.9,,,,Gasoline,FA,T1,2CRXT05.96B0,van,0,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE RAM Wagon 1500,3.9,(6 cyl),Auto-L3,2WD,Gasoline,CL,T1,2CRXT03.95B0,van,0,N/A,13,15,14,17.5491,2,no
DODGE RAM Wagon 2500,5.9,(8 cyl),Auto-L4,2WD,Gasoline,CA,ULEV,2CRXA0360J40,van,1,N/A,11,16,12,15.8033,0,no
DODGE RAM Wagon 2500,5.9,(8 cyl),Auto-L4,2WD,Gasoline,FA,T1,2CRXT05.96B0,van,0,N/A,11,16,12,15.8033,0,no
DODGE RAM Wagon 3500,5.2,,,,CNG,CA,SLEV,2CRXT05.26RC,van,2,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE RAM Wagon 3500,5.2,,,,CNG,FA,ULEV,2CRXT05.26RC,van,1,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE RAM Wagon 3500,5.9,,,,Gasoline,CA,ULEV,2CRXA0360J40,van,1,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE RAM Wagon 3500,5.2,,,,Gasoline,CA,T1,2CRXA0360J10,van,0,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE RAM Wagon 3500,5.2,,,,Gasoline,FA,T1,2CRXT05.96B0,van,0,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE RAM Wagon 3500,5.9,,,,Gasoline,CF,N/A*,2CRXT05.96J3,van,N/A*,N/A,N/A,N/A,N/A,N/A*,N/A*,N/A*
DODGE RAM Wagon 3500,5.9,,,,Gasoline,CA,T1,2CRXA0360J10,van,0,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE RAM Wagon 3500,5.9,,,,Gasoline,FA,T1,2CRXT05.96B0,van,0,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE Stratus,2.4,(4 cyl),Auto-L4,2WD,Gasoline,NF,LEV,2CRXV02.4VD0,midsize car,2,N/A,19,27,22,28.3466,6,no
DODGE Stratus,2.4,(4 cyl),Auto-L4,2WD,Gasoline,CL,LEV,2DSXV02.4GNG,small car,2,N/A,19,26,21,27.6434,6,no
DODGE Stratus,2.4,(4 cyl),Man-5,2WD,Gasoline,CL,LEV,2DSXV02.4GNG,small car,2,N/A,19,27,22,28.8702,6,no
DODGE Stratus,2.7,(6 cyl),Man-5,2WD,Gasoline,CL,LEV,2CRXV02.7VD0,midsize car,2,N/A,17,25,20,26.2965,6,no
DODGE Stratus,2.7,(6 cyl),Auto-S4,2WD,Gasoline,CL,LEV,2CRXV02.7VD0,midsize car,2,N/A,18,25,21,26.7303,6,no
DODGE Stratus,2.7,(6 cyl),Auto-L4,2WD,Gasoline,CL,LEV,2CRXV02.7VD0,midsize car,2,N/A,18,26,21,26.8322,6,no
DODGE Stratus,3,(6 cyl),Auto-S4,2WD,Gasoline,CL,LEV,2DSXV03.0GNS,small car,2,N/A,17,26,20,26.5361,6,no
DODGE Stratus,3,(6 cyl),Auto-S4,2WD,Gasoline,CL,LEV,2DSXV03.0GNF,small car,2,N/A,18,25,20,26.5179,6,no
DODGE Stratus,3,(6 cyl),Auto-L4,2WD,Gasoline,CL,LEV,2DSXV03.0GNF,small car,2,N/A,18,25,20,26.6506,6,no
DODGE Stratus,3,(6 cyl),Auto-L4,2WD,Gasoline,CL,LEV,2DSXV03.0GNS,small car,2,N/A,18,26,20,26.6171,6,no
DODGE Stratus,3,(6 cyl),Man-5,2WD,Gasoline,CL,LEV,2DSXV03.0GNS,small car,2,N/A,18,26,21,27.0586,6,no
DODGE Stratus,3,(6 cyl),Man-5,2WD,Gasoline,CL,LEV,2DSXV03.0GNF,small car,2,N/A,19,26,22,28.3038,6,no
FERRARI 360 Modena/Spider,3.6,(8 cyl),Auto-S6,2WD,Gasoline,CL,LEV,2FEXV03.6LEV,small car,2,N/A,10,15,11,14.4583,0,no
FERRARI 360 Modena/Spider,3.6,(8 cyl),Man-6,2WD,Gasoline,CL,LEV,2FEXV03.6LEV,small car,2,N/A,10,15,11,14.5995,0,no
FERRARI 456 MGT/MGTA,5.5,(12 cyl),Auto-L4,2WD,Gasoline,CL,T1,2FEXV05.5C00,small car,1,N/A,9,14,11,13.3393,0,no
FERRARI 456 MGT/MGTA,5.5,(12 cyl),Man-6,2WD,Gasoline,CL,T1,2FEXV05.5C00,small car,1,N/A,9,15,11,13.8306,0,no
FERRARI 575,5.7,(12 cyl),Man-6,2WD,Gasoline,CL,LEV,2FEXV05.7LEV,small car,2,N/A,9,15,11,13.5036,0,no
FERRARI 575,5.7,(12 cyl),Auto-S6,2WD,Gasoline,CL,LEV,2FEXV05.7LEV,small car,2,N/A,9,16,11,14.3025,0,no
FORD Crown Victoria,4.6,(8 cyl),Auto-L4,2WD,CNG,NL,ULEV,2FMXV04.6VP5,large car,8,N/A,14,20,16,20.477,5,no
FORD Crown Victoria,4.6,(8 cyl),Auto-L4,2WD,CNG,CA,ULEV,2FMXV04.6VP5,large car,7,N/A,14,20,16,20.477,5,no
FORD Crown Victoria,4.6,(8 cyl),Auto-L4,2WD,Gasoline,NF,LEV,2FMXV04.6VF5,large car,2,N/A,15,23,18,23.3396,5,no
FORD E150,4.2,(6 cyl),Auto-L4,2WD,Gasoline,CA,LEV,2FMXT04.2HF5,van,1,N/A,13,17,14,18.5045,2,no
FORD E150,4.2,(6 cyl),Auto-L4,2WD,Gasoline,FA+CF,LEV,2FMXT04.2HF5,van,0,N/A,13,17,14,18.5045,2,no
FORD E150,4.2,(6 cyl),Auto-L4,2WD,Gasoline,NF,LEV,2FMXT04.2JF5,van,0,N/A,13,17,14,18.5045,2,no
FORD E150,4.2,(6 cyl),Auto-L4,2WD,Gasoline,NF,LEV,2FMXT04.2JF5,van,0,N/A,13,17,14,18.5045,2,no
FORD E150,4.2,(6 cyl),Auto-L4,2WD,Gasoline,FA,T1,2FMXT04.25BF,van,0,N/A,13,17,14,18.5045,2,no
FORD E150,4.2,(6 cyl),Auto-L4,2WD,Gasoline,FA,T1,2FMXT04.26BF,van,0,N/A,13,17,14,18.5045,2,no
FORD E150,4.2,(6 cyl),Auto-L4,2WD,Gasoline,FA,T1,2FMXT04.26BF,van,0,N/A,13,17,14,18.5045,2,no
FORD E150,4.6,(8 cyl),Auto-L4,2WD,Gasoline,NF,LEV,2FMXT05.4RF9,van,0,N/A,14,19,16,20.1038,4,no
FORD E150,4.6,(8 cyl),Auto-L4,2WD,Gasoline,NF,LEV,2FMXT05.4RF9,van,0,N/A,12,17,14,17.7294,2,no
FORD E150,5.4,(8 cyl),Auto-L4,2WD,Gasoline,NF,LEV,2FMXT05.4RF9,van,0,N/A,13,18,15,19.2178,3,no
FORD E150,5.4,(8 cyl),Auto-L4,2WD,Gasoline,NF,LEV,2FMXT05.4RF9,van,0,N/A,12,16,13,17.0726,1,no
FORD E250,5.4,,,,CNG,CA,SLEV,2FMXT05.4RP5,van,2,N/A,N/A,N/A,N/A,N/A,N/A,no
FORD E250,5.4,,,,CNG,FA+CF,ULEV,2FMXT05.4RP5,van,1,N/A,N/A,N/A,N/A,N/A,N/A,no
FORD E250,4.2,,,,Gasoline,NF,LEV,2FMXT04.2JF5,special purpose,0,N/A,N/A,N/A,N/A,N/A,N/A,no
FORD E250,4.2,(6 cyl),Auto-L4,2WD,Gasoline,NF,LEV,2FMXT04.2JF5,van,0,N/A,13,17,14,18.5045,2,no
FORD E250,4.2,,,,Gasoline,FA,T1,2FMXT04.26BF,special purpose,0,N/A,N/A,N/A,N/A,N/A,N/A,no
FORD E250,4.2,(6 cyl),Auto-L4,2WD,Gasoline,FA,T1,2FMXT04.26BF,van,0,N/A,13,17,14,18.5045,2,no
FORD E250,5.4,(8 cyl),Auto-L4,2WD,Gasoline,NF,LEV,2FMXT05.4RF9,van,0,N/A,12,17,13,17.1534,1,no
FORD E350,5.4,,,,CNG,CA,SLEV,2FMXT05.4RP5,van,2,N/A,N/A,N/A,N/A,N/A,N/A,no
FORD E350,5.4,,,,CNG,FA+CF,ULEV,2FMXT05.4RP5,van,1,N/A,N/A,N/A,N/A,N/A,N/A,no
FORD E350,4.6,,,,Gasoline,NF,LEV,2FMXT05.4RF9,van,0,N/A,N/A,N/A,N/A,N/A,N/A,no
FORD E350,5.4,,,,Gasoline,NF,LEV,2FMXT05.4RF9,van,0,N/A,N/A,N/A,N/A,N/A,N/A,no
FORD E350,6.8,,,,Gasoline,CA,LEV,2FMXA06.8JFN,van,0,N/A,N/A,N/A,N/A,N/A,N/A,no
FORD Escape,2,(4 cyl),Man-5,2WD,Gasoline,NF,LEV,2FMXT02.01F5,SUV,2,N/A,20,25,22,29.1193,6,no
FORD Escape,2,(4 cyl),Man-5,4WD,Gasoline,NF,LEV,2FMXT02.01F5,SUV,2,N/A,19,23,21,27.1163,6,no
FORD Escape,3,(6 cyl),Auto-L4,2WD,Gasoline,NF,LEV,2FMXT03.01F6,SUV,2,N/A,17,23,19,24.4218,5,no
FORD Escape,3,(6 cyl),Auto-L4,4WD,Gasoline,NF,LEV,2FMXT03.01F6,SUV,2,N/A,16,22,18,23.5775,5,no
