Model,Displ,Cyl,Trans,Drive,Fuel,Sales Area,Stnd,Stnd Description,Underhood ID,Veh Class,Air Pollution Score,City MPG,Hwy MPG,Cmb MPG,Greenhouse Gas Score,SmartWay
MAZDA Protege,1.6,4,Man-5,2WD,Gasoline,FA,T1,TIER 1,YTKXV01.6VBB,small car,0,25,31,27,8,no
MAZDA Protege,1.8,4,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YTKXV01.8VBB,small car,0,21,27,23,7,no
MAZDA Protege,1.8,4,Man-5,2WD,Gasoline,FA,T1,TIER 1,YTKXV01.8VBB,small car,0,22,28,25,7,no
MERCEDES-BENZ C230 Kompressor,2.3,4,Auto-L5,2WD,Gasoline,CL,TLEV,TLEV,YMBXV02.3GSU,small car,1,19,26,22,6,no
MERCEDES-BENZ C280,2.8,6,Auto-L5,2WD,Gasoline,CL,LEV,LEV,YMBXV03.2GNB,small car,2,19,25,21,6,no
MERCEDES-BENZ C43 AMG,4.3,8,Auto-L5,2WD,Gasoline,CL,LEV,LEV,YMBXV05.0GNB,small car,2,16,21,18,5,no
MERCEDES-BENZ CL500,5,8,Auto-L5,2WD,Gasoline,CL,LEV,LEV,YMBXV05.0GNB,small car,2,15,21,17,4,no
MERCEDES-BENZ CLK320,3.2,6,Auto-L5,2WD,Gasoline,CL,LEV,LEV,YMBXV03.2GNB,small car,2,18,26,21,6,no
MERCEDES-BENZ CLK320 Cabriolet,3.2,6,Auto-L5,2WD,Gasoline,CL,LEV,LEV,YMBXV03.2GNB,small car,2,17,25,20,6,no
MERCEDES-BENZ CLK430,4.3,8,Auto-L5,2WD,Gasoline,CL,LEV,LEV,YMBXV05.0GNB,small car,2,16,23,19,5,no
MERCEDES-BENZ CLK430 Cabriolet,4.3,8,Auto-L5,2WD,Gasoline,CL,LEV,LEV,YMBXV05.0GNB,small car,2,15,22,18,5,no
MERCEDES-BENZ E320,3.2,6,Auto-L5,2WD,Gasoline,CL,LEV,LEV,YMBXV03.2GNB,midsize car,2,18,27,21,6,no
MERCEDES-BENZ E320 4Matic,3.2,6,Auto-L5,4WD,Gasoline,CL,LEV,LEV,YMBXV03.2GNB,midsize car,2,18,25,21,6,no
MERCEDES-BENZ E320 4Matic Wagon,3.2,6,Auto-L5,4WD,Gasoline,CL,LEV,LEV,YMBXV03.2GNB,station wagon,2,17,24,20,6,no
MERCEDES-BENZ E320 Wagon,3.2,6,Auto-L5,2WD,Gasoline,CL,LEV,LEV,YMBXV03.2GNB,station wagon,2,18,25,20,6,no
MERCEDES-BENZ E430,4.3,8,Auto-L5,2WD,Gasoline,CL,LEV,LEV,YMBXV05.0GNB,midsize car,2,16,22,18,5,no
MERCEDES-BENZ E430 4Matic,4.3,8,Auto-L5,4WD,Gasoline,CL,LEV,LEV,YMBXV05.0GNB,midsize car,2,16,21,18,5,no
MERCEDES-BENZ E55 AMG,5.5,8,Auto-L5,2WD,Gasoline,CL,LEV,LEV,YMBXV05.5GNB,midsize car,2,15,21,17,4,no
MERCEDES-BENZ ML320,3.2,6,Auto-L5,4WD,Gasoline,CA,LEV,LEV,YMBXT03.2GNB,SUV,1,15,18,16,4,no
MERCEDES-BENZ ML320,3.2,6,Auto-L5,4WD,Gasoline,FA,T1,TIER 1,YMBXT03.2GNB,SUV,0,15,18,16,4,no
MERCEDES-BENZ ML430,4.3,8,Auto-L5,4WD,Gasoline,CA,LEV,LEV,YMBXT04.3GNB,SUV,1,14,17,15,3,no
MERCEDES-BENZ ML430,4.3,8,Auto-L5,4WD,Gasoline,FA,T1,TIER 1,YMBXT04.3GNB,SUV,0,14,17,15,3,no
MERCEDES-BENZ ML55,5.5,8,Auto-L5,4WD,Gasoline,CA,LEV,LEV,YMBXT05.5GNB,SUV,1,12,16,14,2,no
MERCEDES-BENZ ML55,5.5,8,Auto-L5,4WD,Gasoline,FA,T1,TIER 1,YMBXT05.5GNB,SUV,0,12,16,14,2,no
MERCEDES-BENZ S430,4.3,8,Auto-L5,2WD,Gasoline,CL,LEV,LEV,YMBXV05.0GNB,large car,2,15,22,18,5,no
MERCEDES-BENZ S500,5,8,Auto-L5,2WD,Gasoline,CL,LEV,LEV,YMBXV05.0GNB,large car,2,15,21,17,4,no
MERCEDES-BENZ SL500,5,8,Auto-L5,2WD,Gasoline,CL,LEV,LEV,YMBXV05.0GNB,small car,2,14,21,17,4,no
MERCEDES-BENZ SL600,6,12,Auto-L5,2WD,Gasoline,CL,T1,TIER 1,YMBXV06.0GNU,small car,0,12,18,14,2,no
MERCEDES-BENZ SLK230 Kompressor,2.3,4,Man-5,2WD,Gasoline,CL,TLEV,TLEV,YMBXV02.3GSU,small car,1,19,28,22,6,no
MERCEDES-BENZ SLK230 Kompressor,2.3,4,Auto-L5,2WD,Gasoline,CL,TLEV,TLEV,YMBXV02.3GSU,small car,1,20,27,22,6,no
MERCURY Cougar,2,4,Man-5,2WD,Gasoline,CE,TLEV,TLEV,YFMXV02.0VDC,small car,1,21,31,25,7,no
MERCURY Cougar,2,4,Man-5,2WD,Gasoline,FA,T1,TIER 1,YFMXV02.0VBF,small car,0,21,31,25,7,no
MERCURY Cougar,2.5,6,Man-5,2WD,Gasoline,CL,T1,TIER 1,YFMXV02.5VBC,small car,0,18,26,21,6,no
MERCURY Cougar,2.5,6,Auto-L4,2WD,Gasoline,CL,T1,TIER 1,YFMXV02.5VBC,small car,0,18,26,21,6,no
MERCURY Grand Marquis,4.6,8,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YFMXV04.6VFR,large car,2,16,23,18,5,no
MERCURY Grand Marquis,4.6,8,Auto-L4,2WD,Gasoline,CL,T1,TIER 1,YFMXV04.6VB5,large car,0,16,23,18,5,no
MERCURY Mountaineer,4,6,Auto-L5,2WD,Gasoline,NF,LEV,LEV,YFMXT04.02F3,SUV,1,14,19,16,4,no
MERCURY Mountaineer,5,8,Auto-L4,2WD,Gasoline,NF,LEV,LEV,YFMXT05.02F5,SUV,1,13,18,15,3,no
MERCURY Mystique,2,4,Auto-L4,2WD,Gasoline,CE,TLEV,TLEV,YFMXV02.0VDC,small car,1,19,28,23,7,no
MERCURY Mystique,2,4,Man-5,2WD,Gasoline,CE,TLEV,TLEV,YFMXV02.0VDC,small car,1,21,31,25,7,no
MERCURY Mystique,2,4,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YFMXV02.0VBF,small car,0,19,28,23,7,no
MERCURY Mystique,2,4,Man-5,2WD,Gasoline,FA,T1,TIER 1,YFMXV02.0VBF,small car,0,21,31,25,7,no
MERCURY Mystique,2.5,6,Man-5,2WD,Gasoline,CL,T1,TIER 1,YFMXV02.5VBC,small car,0,18,26,21,6,no
MERCURY Mystique,2.5,6,Auto-L4,2WD,Gasoline,CL,T1,TIER 1,YFMXV02.5VBC,small car,0,18,26,21,6,no
MERCURY Sable,3,6,Auto-L4,2WD,Gasoline,NF,LEV,LEV,YFMXV03.0VF5,midsize car,2,17,26,20,6,no
MERCURY Sable,3,6,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YFMXV03.0VF3,midsize car,2,17,26,20,6,no
MERCURY Sable,3,6,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YFMXV03.0VBK,midsize car,0,17,26,20,6,no
MERCURY Sable,3,6,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YFMXV03.0VBK,midsize car,0,17,26,20,6,no
MERCURY Sable Wagon,3,6,Auto-L4,2WD,Gasoline,NF,LEV,LEV,YFMXV03.0VF5,station wagon,2,17,24,19,5,no
MERCURY Sable Wagon,3,6,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YFMXV03.0VF3,station wagon,2,17,25,20,6,no
MERCURY Sable Wagon,3,6,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YFMXV03.0VBK,station wagon,0,17,24,19,5,no
MERCURY Sable Wagon,3,6,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YFMXV03.0VBK,station wagon,0,17,25,20,6,no
MERCURY Villager,3.3,6,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YFMXT03.335B,minivan,1,15,22,18,5,no
MITSUBISHI Diamante,3.5,6,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YMLXV03.5GNG,midsize car,2,16,23,18,5,no
MITSUBISHI Diamante,3.5,6,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YMLXV03.5GFG,midsize car,0,16,23,18,5,no
MITSUBISHI Eclipse,2.4,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YDSXV02.4GNG,small car,2,18,25,21,6,no
MITSUBISHI Eclipse,2.4,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YDSXV02.4GNG,small car,2,18,25,21,6,no
MITSUBISHI Eclipse,2.4,4,Man-5,2WD,Gasoline,CL,LEV,LEV,YDSXV02.4GNG,small car,2,20,28,23,7,no
MITSUBISHI Eclipse,3,6,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YDSXV03.0GNG,small car,2,17,25,20,6,no
MITSUBISHI Eclipse,3,6,Man-5,2WD,Gasoline,CL,LEV,LEV,YDSXV03.0GNG,small car,2,18,26,21,6,no
MITSUBISHI Eclipse,2.4,4,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YDSXV02.4GFG,small car,0,18,25,21,6,no
MITSUBISHI Eclipse,2.4,4,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YDSXV02.4GFG,small car,0,18,25,21,6,no
MITSUBISHI Eclipse,2.4,4,Man-5,2WD,Gasoline,FA,T1,TIER 1,YDSXV02.4GFG,small car,0,20,28,23,7,no
MITSUBISHI Eclipse,3,6,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YDSXV03.0GFG,small car,0,17,25,20,6,no
MITSUBISHI Galant,2.4,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YDSXV02.4GNG,midsize car,2,19,26,21,6,no
MITSUBISHI Galant,3,6,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YDSXV03.0GNG,midsize car,2,17,25,20,6,no
MITSUBISHI Galant,2.4,4,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YDSXV02.4GFG,midsize car,0,19,26,21,6,no
MITSUBISHI Galant,3,6,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YDSXV03.0GFG,midsize car,0,17,25,20,6,no
MITSUBISHI Mirage,1.5,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YMTXV01.5GND,small car,2,25,32,28,8,no
MITSUBISHI Mirage,1.5,4,Man-5,2WD,Gasoline,CL,LEV,LEV,YMTXV01.5GND,small car,2,28,36,31,9,no
MITSUBISHI Mirage,1.8,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YMTXV01.8GNG,small car,2,22,30,25,7,no
MITSUBISHI Mirage,1.8,4,Man-5,2WD,Gasoline,CL,LEV,LEV,YMTXV01.8GNG,small car,2,24,33,27,8,no
MITSUBISHI Mirage,1.5,4,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YMTXV01.5GFD,small car,0,25,32,28,8,no
MITSUBISHI Mirage,1.5,4,Man-5,2WD,Gasoline,FA,T1,TIER 1,YMTXV01.5GFD,small car,0,28,36,31,9,no
MITSUBISHI Mirage,1.8,4,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YMTXV01.8GFG,small car,0,22,30,25,7,no
MITSUBISHI Mirage,1.8,4,Man-5,2WD,Gasoline,FA,T1,TIER 1,YMTXV01.8GFG,small car,0,24,33,27,8,no
MITSUBISHI Montero,3.5,6,Auto-L4,4WD,Gasoline,CL,LEV,LEV,YMTXT03.5GNH,SUV,1,14,18,16,4,no
MITSUBISHI Montero,3,6,Man-5,4WD,Gasoline,FA,T1,TIER 1,YMTXT03.0GFH,SUV,0,14,17,15,3,no
MITSUBISHI Montero,3,6,Auto-L4,4WD,Gasoline,FA,T1,TIER 1,YMTXT03.0GFH,SUV,0,15,18,16,4,no
MITSUBISHI Montero,3.5,6,Auto-L4,4WD,Gasoline,FA,T1,TIER 1,YMTXT03.5GFH,SUV,0,14,18,16,4,no
MITSUBISHI Nativa,2.4,4,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YMTXT02.4GFG,SUV,0,17,22,19,5,no
MITSUBISHI Nativa,2.4,4,Man-5,2WD,Gasoline,FA,T1,TIER 1,YMTXT02.4GFG,SUV,0,19,22,20,6,no
MITSUBISHI Nativa,3,6,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YMTXT03.0GFG,SUV,0,16,19,17,4,no
MITSUBISHI Nativa,3,6,Auto-L4,4WD,Gasoline,FA,T1,TIER 1,YMTXT03.0GFG,SUV,0,15,19,17,4,no
MITSUBISHI SPORT,3,6,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YMTXT03.0GNG,SUV,1,16,19,17,4,no
MITSUBISHI SPORT,3,6,Auto-L4,4WD,Gasoline,CL,LEV,LEV,YMTXT03.0GNG,SUV,1,15,19,17,4,no
MITSUBISHI SPORT,3.5,6,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YMTXT03.5GNG,SUV,1,15,19,16,4,no
MITSUBISHI SPORT,3.5,6,Auto-L4,4WD,Gasoline,CL,LEV,LEV,YMTXT03.5GNG,SUV,1,14,17,15,3,no
MITSUBISHI SPORT,3,6,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YMTXT03.0GFG,SUV,0,16,19,17,4,no
MITSUBISHI SPORT,3,6,Auto-L4,4WD,Gasoline,FA,T1,TIER 1,YMTXT03.0GFG,SUV,0,15,19,17,4,no
MITSUBISHI SPORT,3.5,6,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YMTXT03.5GFG,SUV,0,15,19,16,4,no
MITSUBISHI SPORT,3.5,6,Auto-L4,4WD,Gasoline,FA,T1,TIER 1,YMTXT03.5GFG,SUV,0,14,17,15,3,no
NISSAN Altima,2.4,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YNSXV02.433A,small car,2,18,26,21,6,no
NISSAN Altima,2.4,4,Man-5,2WD,Gasoline,CL,LEV,LEV,YNSXV02.433A,small car,2,21,28,24,7,no
NISSAN Altima,2.4,4,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YNSXV02.4A3A,small car,0,18,26,21,6,no
NISSAN Altima,2.4,4,Man-5,2WD,Gasoline,FA,T1,TIER 1,YNSXV02.4A3A,small car,0,21,28,24,7,no
NISSAN Frontier,2.4,4,Auto-L4,2WD,Gasoline,CE,TLEV,TLEV,YNSXT02.423A,pickup,1,17,22,19,5,no
NISSAN Frontier,2.4,4,Man-5,2WD,Gasoline,CE,TLEV,TLEV,YNSXT02.423A,pickup,1,20,24,21,6,no
NISSAN Frontier,2.4,4,Man-5,4WD,Gasoline,CE,TLEV,TLEV,YNSXT02.423B,pickup,1,16,19,17,4,no
NISSAN Frontier,3.3,6,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YNSXT03.335A,pickup,1,14,18,15,3,no
NISSAN Frontier,3.3,6,Man-5,2WD,Gasoline,CL,LEV,LEV,YNSXT03.335A,pickup,1,15,17,16,4,no
NISSAN Frontier,3.3,6,Auto-L4,4WD,Gasoline,CL,LEV,LEV,YNSXT03.335A,pickup,1,14,17,15,3,no
NISSAN Frontier,3.3,6,Man-5,4WD,Gasoline,CL,LEV,LEV,YNSXT03.335A,pickup,1,15,17,15,3,no
NISSAN Frontier,2.4,4,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YNSXT02.4A3A,pickup,0,17,22,19,5,no
NISSAN Frontier,2.4,4,Man-5,2WD,Gasoline,FA,T1,TIER 1,YNSXT02.4A3A,pickup,0,20,24,21,6,no
NISSAN Frontier,2.4,4,Man-5,4WD,Gasoline,FA,T1,TIER 1,YNSXT02.4A3B,pickup,0,16,19,17,4,no
NISSAN Frontier,3.3,6,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YNSXT03.3A5A,pickup,0,14,18,15,3,no
NISSAN Frontier,3.3,6,Man-5,2WD,Gasoline,FA,T1,TIER 1,YNSXT03.3A5A,pickup,0,15,17,16,4,no
NISSAN Frontier,3.3,6,Auto-L4,4WD,Gasoline,FA,T1,TIER 1,YNSXT03.3A5A,pickup,0,14,17,15,3,no
NISSAN Frontier,3.3,6,Man-5,4WD,Gasoline,FA,T1,TIER 1,YNSXT03.3A5A,pickup,0,15,17,15,3,no
NISSAN Maxima,3,6,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YNSXV03.036A,midsize car,2,18,26,20,6,no
NISSAN Maxima,3,6,Man-5,2WD,Gasoline,CL,LEV,LEV,YNSXV03.036A,midsize car,2,19,25,21,6,no
NISSAN Maxima,3,6,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YNSXV03.0A6A,midsize car,0,18,26,20,6,no
NISSAN Maxima,3,6,Man-5,2WD,Gasoline,FA,T1,TIER 1,YNSXV03.0A6A,midsize car,0,19,25,21,6,no
NISSAN Pathfinder,3.3,6,Auto-L4,2WD,Gasoline,CE,TLEV,TLEV,YNSXT03.325A,SUV,1,14,18,15,3,no
NISSAN Pathfinder,3.3,6,Man-5,2WD,Gasoline,CE,TLEV,TLEV,YNSXT03.325A,SUV,1,15,17,16,4,no
NISSAN Pathfinder,3.3,6,Man-5,4WD,Gasoline,CE,TLEV,TLEV,YNSXT03.325A,SUV,1,14,16,15,3,no
NISSAN Pathfinder,3.3,6,Auto-L4,4WD,Gasoline,CE,TLEV,TLEV,YNSXT03.325A,SUV,1,14,17,15,3,no
NISSAN Pathfinder,3.3,6,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YNSXT03.3A5B,SUV,0,14,18,15,3,no
NISSAN Pathfinder,3.3,6,Man-5,2WD,Gasoline,FA,T1,TIER 1,YNSXT03.3A5B,SUV,0,15,17,16,4,no
NISSAN Pathfinder,3.3,6,Man-5,4WD,Gasoline,FA,T1,TIER 1,YNSXT03.3A5B,SUV,0,14,16,15,3,no
NISSAN Pathfinder,3.3,6,Auto-L4,4WD,Gasoline,FA,T1,TIER 1,YNSXT03.3A5B,SUV,0,14,17,15,3,no
NISSAN Quest,3.3,6,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YNSXT03.335B,minivan,1,15,22,18,5,no
NISSAN Quest,3.3,6,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YNSXT03.3A5C,minivan,0,15,22,18,5,no
NISSAN Sentra,1.8,4,Auto-L4,2WD,Gasoline,CA,SLEV,SULEV,YNSXV01.85BA,small car,9.5,23,30,26,8,yes
NISSAN Sentra,1.8,4,Auto-L4,2WD,Gasoline,CL,ULEV,ULEV,YNSXV01.848A,small car,3,23,30,26,8,no
NISSAN Sentra,1.8,4,Man-5,2WD,Gasoline,CL,ULEV,ULEV,YNSXV01.848A,small car,3,23,32,26,8,no
NISSAN Sentra,2,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YNSXV02.0C9B,small car,2,21,27,23,7,no
NISSAN Sentra,2,4,Man-5,2WD,Gasoline,CL,LEV,LEV,YNSXV02.0C9B,small car,2,21,28,24,7,no
NISSAN Sentra,1.8,4,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YNSXV01.8A8A,small car,0,23,30,26,8,no
NISSAN Sentra,1.8,4,Man-5,2WD,Gasoline,FA,T1,TIER 1,YNSXV01.8A8A,small car,0,23,32,26,8,no
NISSAN Xterra,2.4,4,Man-5,2WD,Gasoline,CE,TLEV,TLEV,YNSXT02.423B,SUV,1,17,22,19,5,no
NISSAN Xterra,3.3,6,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YNSXT03.335A,SUV,1,14,18,16,4,no
NISSAN Xterra,3.3,6,Man-5,2WD,Gasoline,CL,LEV,LEV,YNSXT03.335A,SUV,1,15,18,16,4,no
NISSAN Xterra,3.3,6,Auto-L4,4WD,Gasoline,CL,LEV,LEV,YNSXT03.335A,SUV,1,14,17,15,3,no
NISSAN Xterra,3.3,6,Man-5,4WD,Gasoline,CL,LEV,LEV,YNSXT03.335A,SUV,1,15,17,15,3,no
NISSAN Xterra,2.4,4,Man-5,2WD,Gasoline,FA,T1,TIER 1,YNSXT02.4A3B,SUV,0,17,22,19,5,no
NISSAN Xterra,3.3,6,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YNSXT03.3A5A,SUV,0,14,18,16,4,no
NISSAN Xterra,3.3,6,Man-5,2WD,Gasoline,FA,T1,TIER 1,YNSXT03.3A5A,SUV,0,15,18,16,4,no
NISSAN Xterra,3.3,6,Auto-L4,4WD,Gasoline,FA,T1,TIER 1,YNSXT03.3A5A,SUV,0,14,17,15,3,no
NISSAN Xterra,3.3,6,Man-5,4WD,Gasoline,FA,T1,TIER 1,YNSXT03.3A5A,SUV,0,15,17,15,3,no
OLDSMOBILE Alero,2.4,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YGMXV02.4022,small car,2,19,28,23,7,no
OLDSMOBILE Alero,2.4,4,Man-5,2WD,Gasoline,CL,LEV,LEV,YGMXV02.4022,small car,2,19,28,23,7,no
OLDSMOBILE Alero,3.4,6,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YGMXV03.8043,small car,2,17,29,21,6,no
OLDSMOBILE Alero,2.4,4,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YGMXX02.4021,small car,0,19,28,23,7,no
OLDSMOBILE Alero,2.4,4,Man-5,2WD,Gasoline,FA,T1,TIER 1,YGMXX02.4021,small car,0,19,28,23,7,no
OLDSMOBILE Alero,3.4,6,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YGMXV03.4041,small car,0,17,29,21,6,no
OLDSMOBILE Bravada,4.3,6,Auto-L4,4WD,Gasoline,CL,LEV,LEV,YGMXT04.3188,SUV,1,14,18,16,4,no
OLDSMOBILE Bravada,4.3,6,Auto-L4,4WD,Gasoline,FA,T1,TIER 1,YGMXT04.3182,SUV,0,14,18,16,4,no
OLDSMOBILE Intrigue,3.5,6,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YGMXV03.5064,midsize car,2,17,26,20,6,no
OLDSMOBILE Intrigue,3.5,6,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YGMXV03.5063,midsize car,0,17,26,20,6,no
OLDSMOBILE Silhouette,3.4,6,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YGMXT03.4142,minivan,1,17,24,19,5,no
OLDSMOBILE Silhouette,3.4,6,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YGMXT03.4141,minivan,0,17,24,19,5,no
PLYMOUTH Breeze,2,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YCRXV0122V31,midsize car,2,19,27,22,6,no
PLYMOUTH Breeze,2.4,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YCRXV0148V30,midsize car,2,17,25,20,6,no
PLYMOUTH Breeze,2,4,Auto-L4,2WD,Gasoline,CL,T1,TIER 1,YCRXV02.0VB1,midsize car,0,19,27,22,6,no
PLYMOUTH Breeze,2,4,Man-5,2WD,Gasoline,CL,T1,TIER 1,YCRXV02.0VB1,midsize car,0,23,34,27,8,no
PLYMOUTH Breeze,2.4,4,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YCRXV02.4VB0,midsize car,0,17,25,20,6,no
PLYMOUTH Neon,2,4,Auto-L3,2WD,Gasoline,CL,ULEV,ULEV,YCRXV0122V40,small car,3,22,28,24,7,no
PLYMOUTH Neon,2,4,Man-5,2WD,Gasoline,CL,LEV,LEV,YCRXV0122V30,small car,2,24,31,27,8,no
PLYMOUTH Neon,2,4,Auto-L3,2WD,Gasoline,FA,T1,TIER 1,YCRXV02.0VB0,small car,0,22,28,24,7,no
PLYMOUTH Neon,2,4,Man-5,2WD,Gasoline,FA,T1,TIER 1,YCRXV02.0VB0,small car,0,24,31,27,8,no
PLYMOUTH Prowler,3.5,6,Auto-L4,2WD,Gasoline,CL,T1,TIER 1,YCRXV03.5VB0,small car,0,15,21,18,5,no
PLYMOUTH Voyager,3.3,6,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YCRXT0201230,minivan,1,16,23,19,5,no
PLYMOUTH Voyager,3.8,6,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YCRXT0232230,minivan,1,15,22,18,5,no
PLYMOUTH Voyager,2.4,4,Auto-L3,2WD,Gasoline,FA,T1,TIER 1,YCRXT02.42B0,minivan,0,18,24,20,6,no
PLYMOUTH Voyager,3,6,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YCRXT03.02B0,minivan,0,16,23,18,5,no
PLYMOUTH Voyager,3.3,6,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YCRXT03.32BP,minivan,0,16,23,19,5,no
PLYMOUTH Voyager,3.8,6,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YCRXT03.82B0,minivan,0,15,22,18,5,no
PLYMOUTH Voyager,2.4,4,Auto-L3,2WD,Gasoline,CL,LEV,LEV,YCRXT0148230,minivan,N/A,18,24,20,6,no
PONTIAC Bonneville,3.8,6,Auto-L4,2WD,Gasoline,CL,ULEV,ULEV,YGMXV03.8044,large car,3,17,27,20,6,no
PONTIAC Bonneville,3.8,6,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YGMXV03.8042,large car,0,17,27,20,6,no
PONTIAC Firebird,5.7,8,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YGMXV05.7083,small car,2,15,23,18,5,no
PONTIAC Firebird,5.7,8,Man-6,2WD,Gasoline,CL,LEV,LEV,YGMXV05.7083,small car,2,16,25,19,5,no
PONTIAC Firebird,3.8,6,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YGMXV03.8042,small car,0,17,26,20,6,no
PONTIAC Firebird,3.8,6,Man-5,2WD,Gasoline,FA,T1,TIER 1,YGMXV03.8042,small car,0,17,28,21,6,no
PONTIAC Firebird,5.7,8,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YGMXV05.7081,small car,0,15,23,18,5,no
PONTIAC Firebird,5.7,8,Man-6,2WD,Gasoline,FA,T1,TIER 1,YGMXV05.7081,small car,0,16,25,19,5,no
PONTIAC Grand Am,2.4,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YGMXV02.4022,small car,2,19,28,23,7,no
PONTIAC Grand Am,2.4,4,Man-5,2WD,Gasoline,CL,LEV,LEV,YGMXV02.4022,small car,2,19,28,23,7,no
PONTIAC Grand Am,3.4,6,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YGMXV03.8043,small car,2,17,29,21,6,no
PONTIAC Grand Am,2.4,4,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YGMXX02.4021,small car,0,19,28,23,7,no
PONTIAC Grand Am,2.4,4,Man-5,2WD,Gasoline,FA,T1,TIER 1,YGMXX02.4021,small car,0,19,28,23,7,no
PONTIAC Grand Am,3.4,6,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YGMXV03.4041,small car,0,17,29,21,6,no
PONTIAC Grand Prix,3.8,6,Auto-L4,2WD,Gasoline,CL,ULEV,ULEV,YGMXV03.8044,midsize car,3,17,27,21,6,no
PONTIAC Grand Prix,3.1,6,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YGMXV03.8043,midsize car,2,18,27,21,6,no
PONTIAC Grand Prix,3.8,6,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YGMXV03.8043,midsize car,2,16,25,19,5,no
PONTIAC Grand Prix,3.1,6,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YGMXV03.4041,midsize car,0,18,27,21,6,no
PONTIAC Grand Prix,3.8,6,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YGMXV03.8042,midsize car,0,16,25,19,5,no
